MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         2,    7.810000e-03,    3.986685e-04,   -5.787713e-05,    1.875393e-03,   -1.541654e-03,   -1.345429e-03,    5.386829e-03,    3.122868e-03,   -2.614699e-03,    1.186377e+00,   -3.397355e-01,   -7.749436e-01,    2.845899e+00,    1.474806e+00,    6.565906e+00,    7.267502e-01,    7.121983e-01,    8.334400e-04,   -1.823800e-04,    1.733400e-03,   -1.020200e-03,   -1.075200e-03,    6.589900e-03,    3.389200e-03,   -2.353700e-03,    3.664700e-04,    3.664700e-04,    1.832300e-04,    1.832300e-04,    1.832300e-04,    1.832300e-04,    3.664700e-04,    3.664700e-04,
         3,    7.810000e-03,    1.587123e-04,   -2.492378e-04,    1.044541e-03,   -7.271813e-04,   -1.877819e-03,    1.451333e-03,   -5.992724e-04,    2.790246e-04,    8.828076e-01,    1.276949e+00,   -3.816955e-01,    1.026049e+00,    1.474751e+00,   -1.205266e+00,   -9.963079e-01,   -1.564513e+00,    3.027600e-04,   -4.087800e-05,    1.013400e-03,   -6.434700e-04,   -1.757500e-03,    1.353000e-03,   -7.618400e-04,    2.374300e-05,    1.631700e-04,    1.631700e-04,    8.158600e-05,    8.158600e-05,    8.158600e-05,    8.158600e-05,    1.631700e-04,    1.631700e-04,
         4,    7.810000e-03,    2.087390e-04,   -5.384525e-04,    2.229448e-03,   -2.285601e-03,   -7.499101e-03,    5.372776e-03,   -5.171617e-04,    1.802721e-03,    6.926216e-01,   -1.928889e-01,    6.862284e-03,    1.555222e+00,    1.655115e+00,    2.034074e-01,   -1.638732e+00,   -5.880208e-02,    5.623500e-04,   -6.369300e-04,    2.231200e-03,   -1.888600e-03,   -7.076600e-03,    5.424700e-03,   -1.353800e-03,    1.772700e-03,    5.105400e-04,    5.105400e-04,    2.552700e-04,    2.552700e-04,    2.552700e-04,    2.552700e-04,    5.105400e-04,    5.105400e-04,
         5,    7.810000e-03,    1.913744e-03,   -1.347042e-03,    8.254197e-03,   -3.202644e-03,   -7.003345e-03,    5.666053e-03,   -1.119401e-02,    2.946040e-03,   -9.999340e-02,   -3.119975e-01,   -4.315893e-01,   -8.393611e-02,   -7.685277e-01,   -4.052735e-01,   -1.327723e+00,    3.334011e-01,    1.824500e-03,   -1.625500e-03,    8.061600e-03,   -3.240100e-03,   -7.346300e-03,    5.485200e-03,   -1.237900e-02,    3.243600e-03,    8.925000e-04,    8.925000e-04,    4.462500e-04,    4.462500e-04,    4.462500e-04,    4.462500e-04,    8.925000e-04,    8.925000e-04,
         6,    7.810000e-03,    8.201036e-04,   -9.068566e-04,    5.083580e-03,   -4.830666e-03,   -8.769365e-03,    6.451355e-03,   -1.946360e-03,    4.251522e-03,   -7.612175e-01,    7.329136e-01,   -1.014971e+00,   -1.158896e+00,   -4.203748e-01,   -1.720546e-01,   -2.975378e+00,    2.406326e+00,    1.489000e-04,   -2.606100e-04,    4.636100e-03,   -5.341600e-03,   -8.954700e-03,    6.375500e-03,   -4.569900e-03,    6.373300e-03,    8.817500e-04,    8.817500e-04,    4.408800e-04,    4.408800e-04,    4.408800e-04,    4.408800e-04,    8.817500e-04,    8.817500e-04,
         7,    7.810000e-03,    3.372828e-03,   -3.870810e-03,    3.298041e-02,   -1.348914e-02,   -5.142867e-03,    5.631545e-03,   -2.211765e-02,    8.288692e-03,    1.098857e+00,   -1.365689e+00,    5.227921e-01,    6.974822e-01,   -5.762491e-01,   -1.732509e-01,    1.750085e-01,   -5.681460e-01,    5.216600e-03,   -6.162300e-03,    3.341900e-02,   -1.290400e-02,   -5.626300e-03,    5.486200e-03,   -2.182400e-02,    7.335400e-03,    1.677900e-03,    1.677900e-03,    8.389300e-04,    8.389300e-04,    8.389300e-04,    8.389300e-04,    1.677900e-03,    1.677900e-03,
         8,    7.810000e-03,    8.674925e-04,   -5.244582e-04,    1.107362e-03,   -1.116777e-03,   -1.297371e-03,    1.027136e-03,   -3.718020e-04,    4.718167e-04,   -4.828864e-01,   -8.803848e-01,    1.787802e+00,   -4.960104e-01,    7.352424e-01,   -1.152555e+00,   -1.767071e+00,    1.177706e+00,    7.889800e-04,   -6.676000e-04,    1.252700e-03,   -1.157100e-03,   -1.237600e-03,    9.334400e-04,   -6.591100e-04,    6.633000e-04,    1.625900e-04,    1.625900e-04,    8.129400e-05,    8.129400e-05,    8.129400e-05,    8.129400e-05,    1.625900e-04,    1.625900e-04,
         9,    7.810000e-03,   -2.074391e-04,   -1.739850e-04,    1.031726e-02,   -7.229484e-03,   -4.317677e-03,    4.437306e-03,   -6.702520e-03,    4.657979e-03,   -2.781965e-01,   -8.423209e-01,   -1.415995e+00,    1.991197e+00,   -2.182700e-01,    2.564387e-01,   -6.036955e-01,    1.049159e+00,   -4.460900e-04,   -8.965700e-04,    9.709900e-03,   -6.375400e-03,   -4.411300e-03,    4.547300e-03,   -7.220400e-03,    5.558000e-03,    8.578500e-04,    8.578500e-04,    4.289300e-04,    4.289300e-04,    4.289300e-04,    4.289300e-04,    8.578500e-04,    8.578500e-04,
        10,    7.810000e-03,    7.530025e-05,   -8.886627e-05,    7.800368e-04,   -1.011329e-03,   -2.848242e-03,    2.935208e-03,   -2.516531e-04,    4.484890e-05,    2.632920e-01,    2.916018e-01,    2.774262e-01,    1.244678e+00,   -5.070105e-01,    4.679429e-02,    1.732801e+00,    8.193543e-01,    1.337300e-04,   -2.415400e-05,    8.108200e-04,   -8.732200e-04,   -2.904500e-03,    2.940400e-03,    1.328900e-04,    2.266800e-04,    2.219200e-04,    2.219200e-04,    1.109600e-04,    1.109600e-04,    1.109600e-04,    1.109600e-04,    2.219200e-04,    2.219200e-04,
        11,    7.810000e-03,   -1.744892e-03,    1.645191e-03,    1.861591e-03,   -1.936400e-03,   -3.787473e-03,    3.595996e-03,   -6.128641e-04,   -4.638957e-04,   -6.862011e-01,    5.543025e-02,   -4.427349e-02,    1.301926e+00,    1.176750e+00,   -1.299631e+00,   -4.597412e-01,    4.115235e-01,   -1.986400e-03,    1.664700e-03,    1.853800e-03,   -1.707300e-03,   -3.580400e-03,    3.367300e-03,   -7.746700e-04,   -3.190600e-04,    3.519500e-04,    3.519500e-04,    1.759700e-04,    1.759700e-04,    1.759700e-04,    1.759700e-04,    3.519500e-04,    3.519500e-04,
        12,    7.810000e-03,    2.025724e-03,   -1.625720e-03,    4.969388e-03,   -2.803084e-03,   -7.625781e-03,    7.872766e-03,   -2.854737e-03,    2.785049e-04,   -1.040872e-01,   -2.136381e-01,   -8.595067e-02,    4.081805e-01,    2.504088e-01,   -6.461975e-01,    4.768224e-01,    1.215491e+00,    1.945100e-03,   -1.791200e-03,    4.936100e-03,   -2.645000e-03,   -7.528800e-03,    7.622500e-03,   -2.485400e-03,    1.220000e-03,    7.745800e-04,    7.745800e-04,    3.872900e-04,    3.872900e-04,    3.872900e-04,    3.872900e-04,    7.745800e-04,    7.745800e-04,
        13,    7.810000e-03,   -2.985295e-04,    2.163231e-04,    1.035126e-03,   -8.642448e-04,   -7.603979e-04,    8.886032e-04,    5.004239e-04,   -1.951685e-04,   -5.631840e-01,   -7.388701e-02,    8.478192e-01,    9.871465e-01,   -9.570808e-01,   -8.130253e-01,    6.988809e-01,   -6.930465e-01,   -3.694400e-04,    2.070200e-04,    1.088500e-03,   -8.021000e-04,   -8.206500e-04,    8.374200e-04,    5.884200e-04,   -2.824300e-04,    1.259100e-04,    1.259100e-04,    6.295400e-05,    6.295400e-05,    6.295400e-05,    6.295400e-05,    1.259100e-04,    1.259100e-04,
        14,    7.810000e-03,    2.120903e-04,   -7.389368e-05,    7.407021e-04,   -4.169386e-04,   -6.838426e-04,    7.080017e-04,   -3.984898e-04,    5.672192e-05,   -7.157533e-01,    6.033276e-01,    6.788982e-01,   -8.894571e-01,   -2.240270e-01,   -1.096708e+00,   -9.863586e-01,    7.486516e-01,    1.457800e-04,   -1.799900e-05,    7.721500e-04,   -4.581400e-04,   -6.942200e-04,    6.572000e-04,   -4.898700e-04,    1.260800e-04,    9.264400e-05,    9.264400e-05,    4.632200e-05,    4.632200e-05,    4.632200e-05,    4.632200e-05,    9.264400e-05,    9.264400e-05,
        15,    7.810000e-03,   -1.157666e-03,    9.483387e-04,    3.794703e-03,   -2.483874e-03,   -6.897371e-04,    9.405995e-04,    2.770968e-04,   -7.915713e-05,   -2.735769e-01,    1.206132e+00,    5.909667e-01,   -6.155457e-01,    9.763174e-02,   -1.081798e+00,    2.665008e-01,   -4.334814e-01,   -1.218400e-03,    1.216100e-03,    3.860300e-03,   -2.552200e-03,   -6.789000e-04,    8.205200e-04,    3.362600e-04,   -1.753900e-04,    2.220000e-04,    2.220000e-04,    1.110000e-04,    1.110000e-04,    1.110000e-04,    1.110000e-04,    2.220000e-04,    2.220000e-04,
        16,    7.810000e-03,   -8.724205e-05,   -5.137841e-05,    1.026232e-03,   -1.321423e-03,   -1.243987e-03,    1.517940e-03,    2.979955e-04,    1.222706e-04,    3.853078e-01,    6.610260e-01,    1.901996e-01,    1.128848e+00,    5.681328e-01,   -2.891586e-01,   -3.420944e-01,    3.222036e-01,   -1.971300e-05,    6.447300e-05,    1.042900e-03,   -1.222500e-03,   -1.194200e-03,    1.492600e-03,    2.380400e-04,    1.787400e-04,    1.752600e-04,    1.752600e-04,    8.763200e-05,    8.763200e-05,    8.763200e-05,    8.763200e-05,    1.752600e-04,    1.752600e-04,
        17,    7.810000e-03,    1.317024e-03,   -9.249878e-04,    3.655853e-03,   -2.162115e-03,   -1.160095e-03,    1.306686e-03,   -8.535865e-04,    5.855480e-05,    3.052397e-01,   -3.789711e-01,   -8.133562e-01,   -7.267873e-01,   -2.430906e-01,   -1.046087e+00,   -2.290291e-01,    1.693596e+00,    1.397900e-03,   -1.025400e-03,    3.548100e-03,   -2.258400e-03,   -1.192300e-03,    1.168100e-03,   -9.142700e-04,    5.072900e-04,    2.649600e-04,    2.649600e-04,    1.324800e-04,    1.324800e-04,    1.324800e-04,    1.324800e-04,    2.649600e-04,    2.649600e-04,
        18,    7.810000e-03,    1.394465e-03,   -1.378448e-03,    2.812633e-05,   -3.965898e-04,   -1.416560e-03,    1.691535e-03,    6.389811e-04,   -3.005324e-04,    1.845569e+00,    2.378486e+00,    7.711194e-01,    3.792142e-01,    1.486974e+00,    1.530410e+00,   -2.934666e-01,   -1.265513e+00,    1.564900e-03,   -1.158800e-03,    6.373200e-05,   -3.790800e-04,   -1.347900e-03,    1.762200e-03,    6.118800e-04,   -4.174000e-04,    9.234800e-05,    9.234800e-05,    4.617400e-05,    4.617400e-05,    4.617400e-05,    4.617400e-05,    9.234800e-05,    9.234800e-05,
        19,    7.810000e-03,   -1.046781e-03,    9.064760e-04,    3.318747e-03,   -2.400941e-03,   -7.719122e-04,    1.084579e-03,    1.144611e-03,   -5.943189e-04,    5.443579e-01,    1.837728e+00,   -1.775738e-01,    7.859114e-01,   -4.095715e-01,   -1.359297e+00,   -4.956859e-01,   -1.134024e+00,   -9.250900e-04,    1.317300e-03,    3.298900e-03,   -2.313100e-03,   -8.176900e-04,    9.326500e-04,    1.033800e-03,   -8.478300e-04,    2.235500e-04,    2.235500e-04,    1.117700e-04,    1.117700e-04,    1.117700e-04,    1.117700e-04,    2.235500e-04,    2.235500e-04,
        20,    7.810000e-03,   -2.637140e-04,    1.280981e-05,    1.104043e-03,   -7.258041e-04,   -2.494470e-03,    1.999580e-03,    5.355491e-05,   -9.907334e-05,   -2.318205e-01,    7.689737e-01,   -9.916378e-01,    1.025802e+00,   -4.608328e-01,    5.634053e-01,   -5.759514e-01,    8.962148e-01,   -3.093200e-04,    1.640900e-04,    1.006500e-03,   -6.249000e-04,   -2.539800e-03,    2.055000e-03,   -5.975200e-05,    7.723900e-05,    1.967300e-04,    1.967300e-04,    9.836600e-05,    9.836600e-05,    9.836600e-05,    9.836600e-05,    1.967300e-04,    1.967300e-04,
        21,    7.810000e-03,    1.065192e-03,   -8.306015e-04,    1.648660e-03,   -1.365414e-03,   -1.548677e-03,    1.341223e-03,   -1.175817e-03,    7.795425e-04,    5.286046e-01,   -5.017858e-01,   -9.240631e-01,    2.811041e-01,    1.343643e-01,   -2.566326e-01,   -6.286920e-01,    2.939408e-01,    1.172800e-03,   -9.327500e-04,    1.554600e-03,   -1.336800e-03,   -1.535000e-03,    1.315100e-03,   -1.303800e-03,    8.393800e-04,    2.035700e-04,    2.035700e-04,    1.017900e-04,    1.017900e-04,    1.017900e-04,    1.017900e-04,    2.035700e-04,    2.035700e-04,
        22,    7.810000e-03,    1.665568e-04,   -1.167840e-04,    2.649351e-04,   -4.675780e-04,   -5.994355e-05,    2.086511e-04,   -1.481999e-05,   -1.147082e-05,    6.230275e-01,   -7.016935e-01,   -1.399115e+00,    6.732238e-02,   -2.732250e-01,   -5.311676e-01,   -1.451557e+00,    2.758018e+00,    1.872500e-04,   -1.400900e-04,    2.417000e-04,   -4.664600e-04,   -6.448100e-05,    1.998300e-04,   -6.303200e-05,    8.013400e-05,    3.321400e-05,    3.321400e-05,    1.660700e-05,    1.660700e-05,    1.660700e-05,    1.660700e-05,    3.321400e-05,    3.321400e-05,
