MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    9.000000e-05,   -4.999304e-04,    5.411119e-04,    8.749705e-04,   -6.712041e-04,   -8.592194e-05,    1.335011e-04,    1.344263e-04,   -6.901013e-05,    2.619071e+00,    2.258928e+00,   -2.533652e+00,    5.546434e-01,   -8.805829e-01,    1.153007e+00,   -7.004149e-01,    9.153810e-01,   -3.470500e-04,    6.729700e-04,    7.412900e-04,   -6.419400e-04,   -1.561000e-04,    2.253900e-04,    7.951100e-05,    2.759400e-06,    5.837200e-05,    5.837200e-05,    5.276200e-05,    5.276200e-05,    7.969500e-05,    7.969500e-05,    7.840400e-05,    7.840400e-05,
         2,    9.000000e-05,   -1.136732e-04,   -3.581408e-05,    3.230816e-04,   -3.228491e-04,   -1.718490e-04,    9.403864e-05,    3.801898e-04,   -3.825702e-04,   -1.231058e-01,    4.669970e-02,    3.843843e+00,    2.688352e-01,   -3.307392e-02,   -1.069953e+00,   -3.650179e+00,    1.302757e+00,   -1.263900e-04,   -3.099000e-05,    5.202400e-04,   -3.090600e-04,   -1.748600e-04,   -3.368800e-06,    2.181000e-04,   -3.247200e-04,    1.033000e-04,    1.033000e-04,    5.129200e-05,    5.129200e-05,    9.103900e-05,    9.103900e-05,    4.440600e-05,    4.440600e-05,
         4,    9.000000e-05,   -9.430287e-05,    3.834032e-05,    2.113823e-04,   -2.934870e-04,   -6.743147e-04,    8.348374e-04,    1.013041e-03,   -7.763235e-04,   -7.927333e-02,    7.225908e-01,    1.197833e+00,    6.212855e-01,   -7.589085e-01,    2.232391e-01,    7.790843e-01,    1.541815e+00,   -9.955100e-05,    8.617800e-05,    3.092800e-04,   -2.427100e-04,   -8.155400e-04,    8.763800e-04,    1.164300e-03,   -4.769800e-04,    6.620300e-05,    6.620300e-05,    8.172900e-05,    8.172900e-05,    1.860900e-04,    1.860900e-04,    1.941500e-04,    1.941500e-04,
         5,    9.000000e-05,   -2.752653e-04,    2.686582e-05,    6.877967e-04,   -1.115436e-03,    1.160360e-04,    3.574388e-04,   -6.529811e-04,    1.306690e-03,    3.165513e+00,    1.438236e+00,    2.078176e+00,    2.327421e-01,   -4.082341e+00,   -9.238830e-01,   -2.504090e+00,    7.170004e-01,   -1.068600e-04,    1.033800e-04,    8.765200e-04,   -1.094300e-03,   -1.232300e-04,    3.032900e-04,   -9.002800e-04,    1.377500e-03,    5.320000e-05,    5.320000e-05,    9.081200e-05,    9.081200e-05,    5.861000e-05,    5.861000e-05,    9.875800e-05,    9.875800e-05,
         6,    9.000000e-05,   -1.099029e-04,   -3.447293e-05,    3.281672e-04,   -5.897701e-04,   -7.142622e-04,    1.009063e-03,    8.866338e-04,   -5.488163e-04,    2.030684e-01,    1.281884e+00,   -3.330387e-01,   -8.375044e-01,   -2.307564e+00,    3.821775e-01,   -1.622650e+00,    7.126571e-01,   -9.111500e-05,    8.412700e-05,    2.873200e-04,   -6.924900e-04,   -1.003100e-03,    1.056900e-03,    6.096800e-04,   -4.271800e-04,    9.252000e-05,    9.252000e-05,    1.226500e-04,    1.226500e-04,    1.251700e-04,    1.251700e-04,    1.706800e-04,    1.706800e-04,
         7,    9.000000e-05,   -1.279159e-03,    4.265827e-04,    2.916779e-03,   -4.503341e-03,    6.845462e-04,   -3.073450e-05,   -1.729712e-03,    2.834282e-03,    3.709670e-01,   -4.310719e-01,    3.958257e-01,    3.884173e-01,   -1.716518e-01,   -7.011244e-02,   -3.294908e+00,   -1.008419e+00,   -1.000900e-03,    1.032400e-04,    3.263000e-03,   -4.163600e-03,    6.399700e-04,   -4.894200e-05,   -2.654000e-03,    2.551400e-03,    7.500900e-04,    7.500900e-04,    8.746800e-04,    8.746800e-04,    2.596900e-04,    2.596900e-04,    2.805200e-04,    2.805200e-04,
         9,    9.000000e-05,   -3.326880e-04,    8.005754e-05,    8.799820e-04,   -1.376755e-03,   -1.432031e-04,    4.347553e-04,   -1.091429e-04,    5.298372e-04,    7.306869e-01,    7.883007e-01,   -6.843789e-03,   -1.211882e+00,   -1.013824e+00,    9.583899e-01,    1.753862e-01,    1.780609e+00,    3.793300e-06,    4.430700e-04,    8.765900e-04,   -1.977400e-03,   -4.729900e-04,    7.465100e-04,   -5.265800e-05,    1.103300e-03,    4.605000e-04,    4.605000e-04,    4.956300e-04,    4.956300e-04,    3.252900e-04,    3.252900e-04,    3.220600e-04,    3.220600e-04,
        11,    9.000000e-05,   -1.397009e-04,    1.829749e-04,    3.057335e-04,   -3.649846e-04,   -1.513394e-04,    3.648507e-04,   -5.492596e-05,    9.164747e-05,   -1.321117e+00,    1.136929e+00,    9.608182e-01,    1.191489e+00,   -7.055676e-01,   -4.630737e-01,    1.870281e+00,    4.964411e-01,   -1.962500e-04,    2.316400e-04,    3.537100e-04,   -3.054900e-04,   -1.664400e-04,    3.549400e-04,   -1.027300e-05,    1.035000e-04,    4.280400e-05,    4.280400e-05,    4.993300e-05,    4.993300e-05,    2.140200e-05,    2.140200e-05,    2.387500e-05,    2.387500e-05,
        12,    9.000000e-05,   -8.829233e-05,   -1.164940e-04,    6.907581e-04,   -8.649834e-04,   -2.672850e-04,    7.284729e-04,   -2.399387e-04,    3.663467e-04,   -2.481525e-01,    6.731256e-01,   -7.164820e-01,    9.388997e-01,   -8.734698e-03,   -6.246287e-01,   -8.203940e-01,    4.287761e-01,   -1.033800e-04,   -7.556800e-05,    5.818600e-04,   -7.222800e-04,   -2.678500e-04,    6.880700e-04,   -3.564100e-04,    4.272200e-04,    6.080000e-05,    6.080000e-05,    1.519900e-04,    1.519900e-04,    6.468300e-05,    6.468300e-05,    1.419700e-04,    1.419700e-04,
        15,    9.000000e-05,   -2.241752e-04,    1.883023e-04,    6.711008e-04,   -7.666137e-04,   -4.867980e-05,    7.569557e-05,    8.385754e-05,   -8.493795e-05,    1.366135e+00,   -5.098892e-01,   -3.466024e-02,    1.503783e+00,   -4.900261e-01,   -1.001189e+00,   -1.694968e-01,   -2.313713e-01,   -1.549900e-04,    1.624800e-04,    6.650200e-04,   -5.027900e-04,   -5.839800e-05,    5.584000e-05,    6.714600e-05,   -1.077500e-04,    5.064300e-05,    5.064300e-05,    1.754400e-04,    1.754400e-04,    1.983200e-05,    1.983200e-05,    9.859500e-05,    9.859500e-05,
