MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.800000e-04,   -6.992164e-04,    7.407452e-04,    1.244838e-03,   -6.335181e-04,   -1.323327e-04,    2.022259e-04,    1.836106e-04,   -3.204277e-05,    1.374811e-01,   -4.437246e-01,   -2.580321e+00,   -2.092790e+00,   -1.680707e+00,    3.208278e-01,    1.145151e+00,   -7.461016e-01,   -6.906200e-04,    7.130000e-04,    1.096400e-03,   -7.539100e-04,   -2.521100e-04,    2.250900e-04,    2.597700e-04,   -8.166300e-05,    6.252800e-05,    6.252800e-05,    5.752700e-05,    5.752700e-05,    7.126600e-05,    7.126600e-05,    6.650600e-05,    6.650600e-05,
         3,    1.800000e-04,   -7.696247e-05,    1.330229e-05,    2.197683e-04,   -2.111065e-04,   -1.862246e-04,    2.587351e-04,    2.189890e-04,   -2.969799e-05,    1.850542e-01,   -6.225473e-01,    1.656756e+00,    4.075614e-03,   -7.806158e-01,    3.296702e-02,   -1.360484e+00,   -2.009812e-01,   -7.092600e-05,   -7.005200e-06,    2.467900e-04,   -2.110400e-04,   -2.003100e-04,    2.593300e-04,    1.746100e-04,   -3.625400e-05,    3.262000e-05,    3.262000e-05,    1.631000e-05,    1.631000e-05,    1.804400e-05,    1.804400e-05,    3.262000e-05,    3.262000e-05,
         4,    1.800000e-04,   -1.169350e-04,    1.790596e-05,    3.441512e-04,   -3.867062e-04,   -1.001385e-03,    1.152180e-03,    1.500199e-03,   -6.723634e-04,    6.829910e-02,   -8.025752e-01,    2.225392e-01,   -2.928738e-01,   -1.118485e+00,   -6.668484e-01,    4.766290e-01,   -1.900265e+00,   -1.107300e-04,   -5.500800e-05,    3.542600e-04,   -4.000100e-04,   -1.077500e-03,    1.106800e-03,    1.532100e-03,   -7.995500e-04,    9.085000e-05,    9.085000e-05,    4.542500e-05,    4.542500e-05,    6.805200e-05,    6.805200e-05,    6.693100e-05,    6.693100e-05,
         5,    1.800000e-04,   -3.197253e-04,   -1.033728e-04,    1.218420e-03,   -1.527778e-03,    3.073209e-05,    7.131584e-04,   -1.245000e-03,    1.903166e-03,   -2.183836e-01,    3.904441e-01,    3.719606e+00,    1.000102e+00,   -1.786508e+00,    1.114950e+00,   -1.704986e+00,   -7.252266e-01,   -3.478400e-04,   -5.310700e-05,    1.522200e-03,   -1.446100e-03,   -8.426900e-05,    7.849300e-04,   -1.464500e-03,    1.809800e-03,    1.287400e-04,    1.287400e-04,    8.167000e-05,    8.167000e-05,    6.437200e-05,    6.437200e-05,    1.287400e-04,    1.287400e-04,
         6,    1.800000e-04,   -1.037327e-04,   -1.147043e-04,    5.754080e-04,   -8.552767e-04,   -1.116451e-03,    1.438865e-03,    1.295331e-03,   -3.358708e-04,   -5.715264e-01,    1.195262e+00,   -5.482722e-02,    3.775260e-01,   -1.676235e+00,    1.619051e+00,    1.147468e+00,   -2.762337e+00,   -1.630400e-04,    9.328000e-06,    5.689400e-04,   -8.107400e-04,   -1.269300e-03,    1.586500e-03,    1.415700e-03,   -6.256400e-04,    1.037700e-04,    1.037700e-04,    1.179700e-04,    1.179700e-04,    9.118600e-05,    9.118600e-05,    1.049000e-04,    1.049000e-04,
         7,    1.800000e-04,   -1.566234e-03,    8.692008e-05,    5.063235e-03,   -6.098139e-03,    7.877939e-04,    3.137887e-04,   -3.054610e-03,    3.920604e-03,    8.380455e-01,    7.446199e-01,    2.343775e-01,    4.704391e-01,   -1.366632e+00,   -1.689844e-01,   -2.556745e+00,   -7.205208e-01,   -1.059200e-03,    5.374300e-04,    5.259400e-03,   -5.704400e-03,    4.956900e-04,    2.776700e-04,   -3.656800e-03,    3.750900e-03,    6.050200e-04,    6.050200e-04,    8.369600e-04,    8.369600e-04,    2.137400e-04,    2.137400e-04,    2.355300e-04,    2.355300e-04,
         8,    1.800000e-04,    5.843837e-05,   -1.210723e-04,    2.259339e-05,   -1.427492e-04,   -1.547225e-04,    2.046695e-04,    1.717001e-04,   -3.134970e-05,    1.204660e+00,    7.419396e-01,    2.488270e+00,    9.451939e-01,   -3.117517e+00,    1.647445e+00,   -2.244926e+00,   -1.542057e-01,    7.524700e-05,   -1.107200e-04,    5.831500e-05,   -1.291800e-04,   -2.138400e-04,    2.359100e-04,    1.323600e-04,   -3.405200e-05,    1.395300e-05,    1.395300e-05,    1.435600e-05,    1.435600e-05,    1.896300e-05,    1.896300e-05,    1.752400e-05,    1.752400e-05,
         9,    1.800000e-04,   -3.672511e-04,   -1.983690e-06,    1.507829e-03,   -1.902230e-03,   -3.073531e-04,    6.903309e-04,   -2.859056e-04,    9.089433e-04,    1.978731e-01,    1.820820e+00,    2.359747e+00,   -1.266050e+00,   -4.090995e-01,   -1.015287e+00,   -2.062361e+00,    6.037753e-01,   -3.031600e-04,    5.877800e-04,    2.168700e-03,   -2.256800e-03,   -4.401100e-04,    3.608600e-04,   -8.773700e-04,    1.082100e-03,    3.239000e-04,    3.239000e-04,    2.800600e-04,    2.800600e-04,    3.245100e-04,    3.245100e-04,    2.867900e-04,    2.867900e-04,
        10,    1.800000e-04,   -2.082436e-05,   -7.522817e-07,    1.285385e-04,   -1.402049e-04,   -2.680798e-04,    4.662119e-04,    4.368351e-05,   -7.017638e-06,    8.026935e-02,    5.899412e-01,   -2.838376e+00,   -4.559676e-01,    1.180832e+00,   -1.153622e-01,    7.094095e-01,    1.716546e+00,   -1.843900e-05,    1.677900e-05,    8.020100e-05,   -1.479700e-04,   -2.450300e-04,    4.639600e-04,    5.612300e-05,    2.308200e-05,    2.971700e-05,    2.971700e-05,    1.703000e-05,    1.703000e-05,    1.952000e-05,    1.952000e-05,    1.753500e-05,    1.753500e-05,
        11,    1.800000e-04,   -2.124444e-04,    2.489908e-04,    4.866677e-04,   -4.297364e-04,   -2.988000e-04,    5.590256e-04,   -9.411974e-05,    1.171089e-04,   -5.830854e-01,    1.031567e+00,    1.731102e+00,   -2.502411e-01,   -4.545177e-01,    2.374892e-01,    5.289012e-01,    9.354921e-01,   -2.517000e-04,    3.184400e-04,    5.449400e-04,   -4.381600e-04,   -3.141000e-04,    5.670200e-04,   -5.851200e-05,    1.800900e-04,    6.732400e-05,    6.732400e-05,    3.366200e-05,    3.366200e-05,    3.366200e-05,    3.366200e-05,    6.732400e-05,    6.732400e-05,
        12,    1.800000e-04,   -4.464831e-05,   -2.496927e-04,    1.110818e-03,   -1.033252e-03,   -5.539918e-04,    1.140445e-03,   -3.941197e-04,    4.705341e-04,   -4.276034e-01,    1.914245e-01,   -2.037875e+00,   -1.523802e-01,   -2.083820e+00,    1.365929e-01,    1.206932e+00,    4.235166e-01,   -1.038500e-04,   -2.231900e-04,    9.697500e-04,   -1.043800e-03,   -6.982400e-04,    1.149900e-03,   -2.270200e-04,    5.291700e-04,    1.384500e-04,    1.384500e-04,    6.922300e-05,    6.922300e-05,    6.922300e-05,    6.922300e-05,    1.384500e-04,    1.384500e-04,
        13,    1.800000e-04,   -7.752134e-05,    5.869822e-05,    2.599396e-04,   -2.238239e-04,   -9.416986e-05,    1.185835e-04,    2.012660e-04,   -1.487586e-04,    2.529233e-01,    2.058740e-01,   -1.610097e+00,    4.790663e-01,    4.896132e-01,    7.146743e-01,   -9.401570e-01,    5.340789e-01,   -7.189000e-05,    6.328200e-05,    2.364000e-04,   -2.168200e-04,   -8.871900e-05,    1.265400e-04,    1.857600e-04,   -1.399500e-04,    2.226500e-05,    2.226500e-05,    1.462000e-05,    1.462000e-05,    1.113300e-05,    1.113300e-05,    1.649300e-05,    1.649300e-05,
        14,    1.800000e-04,   -1.708701e-05,   -2.768441e-05,    2.014274e-04,   -1.662040e-04,   -3.575069e-05,    9.766818e-05,   -9.229488e-05,    8.470255e-05,   -2.384449e+00,   -8.670592e-01,   -3.697811e+00,   -1.189666e+00,    1.334582e+00,    1.148034e+00,    1.702572e+00,    4.858831e-01,   -5.793500e-05,   -4.253800e-05,    1.451800e-04,   -1.843000e-04,   -2.504200e-05,    1.068800e-04,   -6.497200e-05,    9.250000e-05,    1.713100e-05,    1.713100e-05,    1.521100e-05,    1.521100e-05,    8.024000e-06,    8.024000e-06,    1.604800e-05,    1.604800e-05,
        15,    1.800000e-04,   -3.030767e-04,    2.153010e-04,    1.060056e-03,   -8.722539e-04,   -7.708170e-05,    1.090892e-04,    1.314363e-04,   -8.896408e-05,    3.590383e-01,    2.948368e-01,   -1.609080e+00,    7.201900e-02,    1.872690e-01,   -1.566466e+00,   -3.342002e-02,    4.705105e-01,   -2.895000e-04,    2.264500e-04,    9.940600e-04,   -8.693000e-04,   -7.354100e-05,    7.947200e-05,    1.302300e-04,   -7.198100e-05,    3.781400e-05,    3.781400e-05,    4.101500e-05,    4.101500e-05,    1.890700e-05,    1.890700e-05,    3.609500e-05,    3.609500e-05,
        16,    1.800000e-04,   -6.294521e-05,    3.421805e-05,    2.473621e-04,   -2.198944e-04,   -1.337066e-04,    1.806498e-04,    3.016009e-04,   -1.964549e-04,   -3.035228e-01,    2.054668e-01,   -1.589856e+00,    1.443076e-01,   -2.009557e+00,   -9.743409e-02,    1.620150e+00,    6.436015e-01,   -7.129300e-05,    3.986900e-05,    2.255000e-04,   -2.179100e-04,   -1.613400e-04,    1.793100e-04,    3.272900e-04,   -1.862500e-04,    2.750300e-05,    2.750300e-05,    1.375100e-05,    1.375100e-05,    1.375100e-05,    1.375100e-05,    1.585600e-05,    1.585600e-05,
        17,    1.800000e-04,   -9.020253e-05,   -1.321181e-04,    8.623677e-04,   -7.513072e-04,   -5.224611e-05,    1.597081e-04,   -1.580368e-04,    1.549020e-04,   -1.611175e-01,    3.669071e-01,   -2.931787e+00,   -5.667704e-01,   -7.668917e-01,    1.284982e-01,    1.096212e+00,   -1.033215e-01,   -9.725400e-05,   -1.160600e-04,    7.637600e-04,   -7.703700e-04,   -6.902800e-05,    1.625200e-04,   -1.100600e-04,    1.503800e-04,    4.376600e-05,    4.376600e-05,    3.363400e-05,    3.363400e-05,    2.188300e-05,    2.188300e-05,    4.376600e-05,    4.376600e-05,
        18,    1.800000e-04,    1.397244e-04,   -2.141759e-04,   -1.494085e-04,    5.330785e-05,   -1.750740e-04,    2.290021e-04,    3.258108e-04,   -2.065794e-04,    2.009585e+00,   -1.894480e+00,   -3.342952e+00,    4.969983e-02,   -5.527269e-01,    5.569019e-01,    4.874230e-01,    4.899234e-01,    1.903800e-04,   -2.619300e-04,   -2.518600e-04,    5.483100e-05,   -1.885600e-04,    2.425900e-04,    3.414400e-04,   -1.908700e-04,    2.520700e-05,    2.520700e-05,    3.064700e-05,    3.064700e-05,    2.439900e-05,    2.439900e-05,    3.206500e-05,    3.206500e-05,
        19,    1.800000e-04,   -2.753941e-04,    1.861343e-04,    1.064110e-03,   -8.249305e-04,   -1.360731e-04,    1.314702e-04,    4.311007e-04,   -3.123771e-04,   -4.832109e-01,   -2.717283e-02,   -5.605407e-01,    1.313680e+00,   -1.217987e+00,    7.406639e-01,   -2.306723e-01,    3.867598e-01,   -3.017900e-04,    1.846500e-04,    1.048800e-03,   -7.890500e-04,   -1.693400e-04,    1.517000e-04,    4.185000e-04,   -2.912500e-04,    5.462600e-05,    5.462600e-05,    2.731300e-05,    2.731300e-05,    2.731300e-05,    2.731300e-05,    5.462600e-05,    5.462600e-05,
        20,    1.800000e-04,   -1.163367e-04,    6.911315e-05,    3.390131e-04,   -2.486454e-04,   -2.721397e-04,    3.738141e-04,    3.251963e-04,   -1.367936e-04,   -1.021490e-01,   -1.468316e-01,    1.410538e+00,    4.952842e-01,   -5.581482e-01,    1.662952e-01,    1.402120e+00,    1.139506e+00,   -1.210000e-04,    6.241000e-05,    3.712100e-04,   -2.373400e-04,   -2.848800e-04,    3.776100e-04,    3.586200e-04,   -1.096300e-04,    4.565200e-05,    4.565200e-05,    2.282600e-05,    2.282600e-05,    2.282600e-05,    2.282600e-05,    2.383800e-05,    2.383800e-05,
        21,    1.800000e-04,    2.167724e-05,   -1.391495e-04,    2.730267e-04,   -2.890043e-04,   -1.133427e-04,    2.305352e-04,   -6.796480e-05,    1.473188e-04,    1.472479e+00,   -1.178299e+00,   -1.340134e+00,    8.510651e-01,   -3.105726e-01,    1.404974e+00,   -1.280824e+00,   -5.967427e-01,    5.668100e-05,   -1.671600e-04,    2.221900e-04,   -2.567200e-04,   -1.321000e-04,    3.153900e-04,   -2.009400e-04,    8.536500e-05,    2.377200e-05,    2.377200e-05,    3.793400e-05,    3.793400e-05,    6.039600e-05,    6.039600e-05,    1.038200e-04,    1.038200e-04,
        23,    1.800000e-04,    6.184485e-05,   -1.667043e-04,    3.419435e-04,   -3.066600e-04,   -5.209623e-05,    1.375995e-04,   -2.454481e-04,    2.209770e-04,    7.176844e-01,   -8.934060e-01,    9.861107e-01,   -2.486946e+00,   -1.030590e+00,    1.305875e-01,    4.645652e-03,    7.837898e-01,    8.163500e-05,   -1.913400e-04,    3.555400e-04,   -3.409500e-04,   -6.630600e-05,    1.394000e-04,   -2.453200e-04,    2.425900e-04,    2.757500e-05,    2.757500e-05,    1.378800e-05,    1.378800e-05,    1.378800e-05,    1.378800e-05,    2.757500e-05,    2.757500e-05,
        24,    1.800000e-04,   -5.514435e-05,    5.415386e-05,    1.953357e-04,   -1.421973e-04,   -2.531745e-04,    2.991213e-04,    7.973843e-04,   -5.335033e-04,    5.428612e-02,   -4.468349e-02,   -8.165575e-01,    4.566146e-01,   -3.825308e-01,    1.574816e+00,    6.653731e-01,   -2.619648e-01,   -5.286900e-05,    5.228100e-05,    1.508300e-04,   -1.173100e-04,   -2.717200e-04,    3.754700e-04,    8.431200e-04,   -5.515100e-04,    4.191400e-05,    4.191400e-05,    5.450400e-05,    5.450400e-05,    4.848100e-05,    4.848100e-05,    6.873700e-05,    6.873700e-05,
        25,    1.800000e-04,   -3.155349e-04,    2.413517e-04,    7.783838e-04,   -5.593397e-04,   -2.322661e-04,    4.655067e-04,   -7.891285e-06,    1.697432e-04,   -1.542798e+00,    1.070238e+00,    2.927735e+00,    1.630647e+00,   -2.691203e-02,    7.782890e-01,    1.716878e-01,    9.451636e-01,   -4.306400e-04,    3.212000e-04,    8.876000e-04,   -4.985100e-04,   -2.332700e-04,    4.945400e-04,    4.918000e-06,    2.402600e-04,    7.460800e-05,    7.460800e-05,    3.730400e-05,    3.730400e-05,    3.730400e-05,    3.730400e-05,    7.460800e-05,    7.460800e-05,
        26,    1.800000e-04,   -1.950472e-04,    1.594333e-04,    4.576542e-04,   -2.993354e-04,   -2.280125e-04,    2.267634e-04,    4.565378e-04,   -2.619714e-04,    3.212809e-01,   -8.829838e-01,    2.335757e+00,    5.176385e-01,   -1.455062e+00,   -6.797039e-01,    8.101715e-01,   -2.520672e-02,   -1.807900e-04,    1.202500e-04,    5.094800e-04,   -2.878500e-04,   -2.624000e-04,    2.107000e-04,    4.924900e-04,   -2.630900e-04,    4.437600e-05,    4.437600e-05,    2.218800e-05,    2.218800e-05,    2.363300e-05,    2.363300e-05,    4.437600e-05,    4.437600e-05,
