MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.460000e-03,   -2.196989e-03,    2.179969e-03,    1.742649e-03,    4.574622e-05,   -5.570272e-04,    6.716632e-04,    1.073823e-04,    3.467585e-04,    4.894498e-01,   -2.318888e-01,    3.418101e+00,    5.311390e+00,    7.964817e-01,   -7.552022e-01,    1.345027e+00,   -7.730638e-01,   -2.135000e-03,    2.150600e-03,    1.959100e-03,    3.820900e-04,   -5.065900e-04,    6.238400e-04,    2.777300e-04,    2.488500e-04,    1.266500e-04,    1.266500e-04,    6.332500e-05,    6.332500e-05,    6.332500e-05,    6.332500e-05,    1.266500e-04,    1.266500e-04,
         2,    1.460000e-03,    2.676302e-04,   -1.994520e-04,    1.048506e-03,   -6.893113e-04,   -2.139299e-06,    1.141882e-03,    1.262894e-03,   -1.177823e-03,    1.360962e+00,   -1.058633e+00,    9.523750e-01,    3.134727e+00,    5.770802e+00,    2.441676e+00,    2.261544e+00,   -3.528913e+00,    4.416700e-04,   -3.348300e-04,    1.109400e-03,   -4.888800e-04,    3.668400e-04,    1.298000e-03,    1.552100e-03,   -1.629100e-03,    1.278800e-04,    1.278800e-04,    6.393900e-05,    6.393900e-05,    6.393900e-05,    6.393900e-05,    1.278800e-04,    1.278800e-04,
         3,    1.460000e-03,   -6.160705e-05,   -1.041432e-04,    5.881542e-04,   -4.163930e-04,   -7.822571e-04,    8.363653e-04,    6.574331e-06,    3.979852e-04,    1.084917e+00,   -5.243731e-01,    1.872271e-01,    4.884507e-01,   -1.584642e+00,   -7.044202e-01,   -1.092244e+00,    6.601473e-01,    3.778000e-05,   -1.521800e-04,    5.967300e-04,   -3.940200e-04,   -8.548400e-04,    8.041000e-04,   -9.348400e-05,    4.584600e-04,    9.160800e-05,    9.160800e-05,    4.580400e-05,    4.580400e-05,    4.580400e-05,    4.580400e-05,    9.160800e-05,    9.160800e-05,
         4,    1.460000e-03,   -1.016450e-04,   -1.665152e-04,    1.024851e-03,   -1.002219e-03,   -3.498626e-03,    3.210143e-03,    1.722448e-03,    1.158577e-03,    6.112245e-01,   -6.884338e-01,    6.494921e-01,   -3.888861e-01,    7.092853e-01,   -3.413775e-01,   -2.550221e-01,    2.291434e+00,    6.144800e-05,   -3.502100e-04,    1.111500e-03,   -1.054100e-03,   -3.404000e-03,    3.164600e-03,    1.654400e-03,    1.770000e-03,    2.668300e-04,    2.668300e-04,    1.334100e-04,    1.334100e-04,    1.334100e-04,    1.334100e-04,    2.668300e-04,    2.668300e-04,
         5,    1.460000e-03,    3.383639e-04,   -1.080660e-03,    4.516074e-03,   -3.222022e-03,   -2.104607e-03,    3.421165e-03,   -5.901617e-03,    4.485919e-03,   -2.989160e-01,    4.597643e-01,   -8.594421e-01,    2.111751e-01,   -9.354320e-02,   -4.507353e-01,    7.666733e-01,    1.584151e+00,    2.010000e-04,   -8.693800e-04,    4.318600e-03,   -3.173500e-03,   -2.126100e-03,    3.317600e-03,   -5.549300e-03,    5.213900e-03,    4.595400e-04,    4.595400e-04,    2.297700e-04,    2.297700e-04,    2.297700e-04,    2.297700e-04,    4.595400e-04,    4.595400e-04,
         6,    1.460000e-03,    2.938592e-04,   -5.022388e-04,    2.389638e-03,   -2.453874e-03,   -4.316037e-03,    3.861683e-03,    6.911352e-04,    2.122116e-03,   -7.997933e-01,    7.624837e-01,   -9.828880e-01,    6.648620e-01,    1.561175e+00,   -7.613444e-02,    1.130082e+00,    3.208488e+00,   -4.193400e-05,   -1.821100e-04,    2.183300e-03,   -2.314300e-03,   -3.988300e-03,    3.845700e-03,    1.165600e-03,    3.469200e-03,    4.198500e-04,    4.198500e-04,    2.099300e-04,    2.099300e-04,    2.099300e-04,    2.099300e-04,    4.198500e-04,    4.198500e-04,
         7,    1.460000e-03,   -3.463999e-04,   -2.577100e-03,    1.788516e-02,   -1.267429e-02,   -8.079659e-04,    3.108449e-03,   -1.167787e-02,    8.605929e-03,    4.972037e-01,   -5.479321e-01,    1.801731e-01,   -1.540055e+00,   -1.473449e-01,   -3.523246e-01,    2.391796e-02,    5.810502e-02,    6.665700e-05,   -3.032300e-03,    1.796000e-02,   -1.331400e-02,   -8.691700e-04,    2.962100e-03,   -1.165800e-02,    8.654200e-03,    8.307600e-04,    8.307600e-04,    4.153800e-04,    4.153800e-04,    4.153800e-04,    4.153800e-04,    8.307600e-04,    8.307600e-04,
         8,    1.460000e-03,    3.703988e-04,   -3.718747e-04,    4.267933e-04,   -5.969293e-04,   -6.128963e-04,    5.780208e-04,    2.946284e-05,    3.119340e-04,   -2.071139e-01,   -1.438436e-01,   -1.754373e+00,   -8.978475e-01,    3.029737e-01,   -3.985109e-01,    8.643078e-01,    1.474420e+00,    3.543800e-04,   -3.830000e-04,    3.589500e-04,   -6.316500e-04,   -6.011800e-04,    5.626100e-04,    9.631100e-05,    4.259700e-04,    7.734300e-05,    7.734300e-05,    3.867100e-05,    3.867100e-05,    3.867100e-05,    3.867100e-05,    7.734300e-05,    7.734300e-05,
         9,    1.460000e-03,   -1.012688e-04,   -1.481614e-04,    5.401912e-03,   -4.402033e-03,   -1.918457e-03,    2.191358e-03,   -2.788862e-03,    3.226169e-03,   -1.407815e+00,    2.476429e-01,    2.050876e+00,    1.460153e+00,    4.097284e-01,   -3.485927e-02,    4.741616e-01,    6.899226e-01,   -7.359400e-04,   -3.651900e-05,    5.864200e-03,   -4.072900e-03,   -1.826100e-03,    2.183500e-03,   -2.575100e-03,    3.537200e-03,    4.508200e-04,    4.508200e-04,    2.254100e-04,    2.254100e-04,    2.254100e-04,    2.254100e-04,    4.508200e-04,    4.508200e-04,
        10,    1.460000e-03,   -3.516228e-06,   -5.494248e-05,    3.610530e-04,   -3.877598e-04,   -1.263271e-03,    1.323757e-03,   -7.902488e-05,    2.386674e-04,    1.929306e-01,   -7.329897e-02,    2.269028e-01,   -2.765467e-01,   -2.237821e-01,    9.075101e-01,   -8.778777e-01,   -1.782710e+00,    1.601800e-05,   -6.236400e-05,    3.725400e-04,   -4.017600e-04,   -1.274600e-03,    1.369700e-03,   -1.679100e-04,    5.816800e-05,    1.012500e-04,    1.012500e-04,    5.062500e-05,    5.062500e-05,    5.062500e-05,    5.062500e-05,    1.012500e-04,    1.012500e-04,
