MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    2.400000e-04,   -7.995482e-04,    8.646541e-04,    1.384959e-03,   -5.899328e-04,   -1.583877e-04,    2.435813e-04,    1.994816e-04,   -6.607634e-06,   -8.713434e-02,    1.248568e+00,   -5.160529e-01,   -4.001705e+00,   -2.506107e+00,   -5.461813e-01,   -3.367124e-01,   -1.531485e+00,   -8.029200e-04,    9.129700e-04,    1.361600e-03,   -7.710700e-04,   -2.793900e-04,    2.172100e-04,    1.841100e-04,   -7.652300e-05,    3.869700e-05,    3.869700e-05,    4.526500e-05,    4.526500e-05,    4.828300e-05,    4.828300e-05,    4.565200e-05,    4.565200e-05,
         3,    2.400000e-04,   -8.207454e-05,    6.020139e-06,    2.558870e-04,   -2.299416e-04,   -2.199461e-04,    3.072100e-04,    2.365389e-04,    5.842119e-06,    2.775630e-02,   -8.057030e-01,    1.137989e+00,    4.180502e-01,   -8.574793e-01,    1.781697e+00,   -2.370564e-01,    3.450587e-01,   -8.100800e-05,   -2.493900e-05,    2.777500e-04,   -2.219100e-04,   -2.364200e-04,    3.414400e-04,    2.274300e-04,    1.910100e-05,    3.842500e-05,    3.842500e-05,    1.921200e-05,    1.921200e-05,    1.921200e-05,    1.921200e-05,    3.842500e-05,    3.842500e-05,
         4,    2.400000e-04,   -1.243123e-04,    6.095646e-06,    4.040591e-04,   -4.339860e-04,   -1.165380e-03,    1.339392e-03,    1.686068e-03,   -5.651552e-04,    2.280786e-01,   -5.825378e-01,    1.608139e-01,    1.465365e-01,   -7.570206e-01,    8.530304e-01,    1.801085e+00,   -1.920237e+00,   -1.005100e-04,   -5.469800e-05,    4.124500e-04,   -4.263400e-04,   -1.205500e-03,    1.384600e-03,    1.795700e-03,   -6.820400e-04,    1.043600e-04,    1.043600e-04,    5.217800e-05,    5.217800e-05,    5.299700e-05,    5.299700e-05,    6.087000e-05,    6.087000e-05,
         5,    2.400000e-04,   -3.254126e-04,   -1.822794e-04,    1.479640e-03,   -1.725558e-03,   -3.461245e-05,    9.256072e-04,   -1.556446e-03,    2.205323e-03,    1.300448e-01,    2.283407e-01,    1.650054e+00,    4.127420e-01,   -1.685892e+00,    9.798520e-01,   -7.846778e-01,   -6.168244e-01,   -3.054000e-04,   -1.471400e-04,    1.606600e-03,   -1.693800e-03,   -1.643300e-04,    1.001000e-03,   -1.677200e-03,    2.110400e-03,    1.538900e-04,    1.538900e-04,    7.694300e-05,    7.694300e-05,    7.694300e-05,    7.694300e-05,    1.538900e-04,    1.538900e-04,
         6,    2.400000e-04,   -9.000384e-05,   -1.592508e-04,    7.012296e-04,   -9.978844e-04,   -1.328420e-03,    1.684840e-03,    1.438951e-03,   -1.595621e-04,   -6.147780e-01,    3.354612e-01,    3.875138e-01,    4.830435e-01,   -1.538141e+00,   -8.621764e-03,    6.409776e-01,   -1.520826e+00,   -1.913500e-04,   -1.039500e-04,    7.331700e-04,   -9.580700e-04,   -1.496200e-03,    1.683900e-03,    1.506600e-03,   -3.200700e-04,    1.648500e-04,    1.648500e-04,    8.242400e-05,    8.242400e-05,    1.090800e-04,    1.090800e-04,    1.055400e-04,    1.055400e-04,
         7,    2.400000e-04,   -1.649969e-03,   -1.206259e-04,    6.110782e-03,   -6.859573e-03,    8.000516e-04,    5.237410e-04,   -3.714549e-03,    4.452893e-03,    6.065127e-01,   -8.574549e-02,    3.037512e-01,   -2.633916e-01,   -1.332039e+00,   -3.070399e-01,   -7.300309e-01,   -2.927995e-01,   -1.419700e-03,   -1.531800e-04,    6.207800e-03,   -6.943700e-03,    6.199200e-04,    4.822200e-04,   -3.912000e-03,    4.373700e-03,    3.796600e-04,    3.796600e-04,    3.194000e-04,    3.194000e-04,    1.352300e-04,    1.352300e-04,    2.704700e-04,    2.704700e-04,
         8,    2.400000e-04,    7.514616e-05,   -1.467003e-04,    3.790963e-05,   -1.821004e-04,   -1.838949e-04,    2.405808e-04,    1.885677e-04,   -3.767201e-06,    7.329163e-01,   -9.359924e-02,    2.080138e+00,    2.552828e+00,   -3.609906e+00,    3.017163e-01,   -2.271245e+00,   -2.288265e+00,    9.229200e-05,   -1.488900e-04,    6.224100e-05,   -1.522400e-04,   -2.261200e-04,    2.441100e-04,    1.600000e-04,   -3.254900e-05,    2.339400e-05,    2.339400e-05,    1.169700e-05,    1.169700e-05,    1.169700e-05,    1.169700e-05,    1.257800e-05,    1.257800e-05,
         9,    2.400000e-04,   -3.659134e-04,   -4.221105e-05,    1.820572e-03,   -2.165921e-03,   -4.025461e-04,    8.349098e-04,   -4.003624e-04,    1.128463e-03,   -8.429644e-01,    3.007294e+00,    3.163467e+00,   -1.097966e+00,   -1.384462e+00,   -3.295853e-01,   -2.617470e+00,    3.637254e-01,   -4.839200e-04,    3.787800e-04,    2.216100e-03,   -2.303200e-03,   -7.202800e-04,    7.592700e-04,   -8.396000e-04,    1.189500e-03,    1.399900e-04,    1.399900e-04,    1.250300e-04,    1.250300e-04,    2.295000e-04,    2.295000e-04,    1.678100e-04,    1.678100e-04,
        10,    2.400000e-04,   -2.174612e-05,   -3.851471e-06,    1.486541e-04,   -1.559914e-04,   -3.380085e-04,    5.522338e-04,    5.546785e-05,    3.464442e-06,   -4.220844e-01,    1.474767e-02,   -4.193758e-01,   -3.582785e-01,    1.085742e+00,    3.081091e-01,    6.844540e-01,    1.207037e+00,   -3.743500e-05,   -3.303300e-06,    1.408600e-04,   -1.626500e-04,   -3.178300e-04,    5.579600e-04,    8.090900e-05,    4.833000e-05,    3.717000e-05,    3.717000e-05,    1.858500e-05,    1.858500e-05,    1.858500e-05,    1.858500e-05,    3.717000e-05,    3.717000e-05,
        11,    2.400000e-04,   -2.480821e-04,    2.881373e-04,    5.610486e-04,   -4.583890e-04,   -3.795724e-04,    6.659568e-04,   -1.091549e-04,    1.335839e-04,   -8.303221e-01,    5.483699e-01,    1.117461e+00,   -6.463016e-01,    4.499369e-01,    2.953304e-01,   -2.861027e-01,    1.325578e+00,   -3.120900e-04,    3.304100e-04,    6.041200e-04,   -4.833000e-04,   -3.622300e-04,    6.773400e-04,   -1.312100e-04,    2.357700e-04,    7.708800e-05,    7.708800e-05,    3.854400e-05,    3.854400e-05,    3.854400e-05,    3.854400e-05,    7.708800e-05,    7.708800e-05,
        12,    2.400000e-04,   -1.207115e-05,   -3.193644e-04,    1.281588e-03,   -1.114867e-03,   -7.132013e-04,    1.368721e-03,   -4.533893e-04,    5.351588e-04,   -1.011119e+00,   -6.512942e-02,   -6.176946e-01,   -1.514198e+00,   -5.441978e-01,    9.158481e-01,    6.590679e-01,    9.413609e-01,   -1.829300e-04,   -3.303700e-04,    1.229400e-03,   -1.242800e-03,   -7.591800e-04,    1.446100e-03,   -3.420200e-04,    6.942300e-04,    1.689800e-04,    1.689800e-04,    8.448900e-05,    8.448900e-05,    8.448900e-05,    8.448900e-05,    1.689800e-04,    1.689800e-04,
        13,    2.400000e-04,   -8.751820e-05,    6.410095e-05,    2.988981e-04,   -2.367558e-04,   -1.106707e-04,    1.383820e-04,    2.322952e-04,   -1.500822e-04,   -3.832416e-01,   -3.070993e-01,   -6.989264e-01,   -1.653297e+00,   -4.905885e-01,   -3.272513e-01,    1.865588e-01,   -3.852188e-01,   -9.759400e-05,    5.602700e-05,    2.897100e-04,   -2.584900e-04,   -1.171200e-04,    1.340800e-04,    2.372000e-04,   -1.602100e-04,    2.629100e-05,    2.629100e-05,    1.314600e-05,    1.314600e-05,    1.314600e-05,    1.314600e-05,    2.629100e-05,    2.629100e-05,
        14,    2.400000e-04,   -1.296549e-05,   -3.627960e-05,    2.296311e-04,   -1.760899e-04,   -4.897625e-05,    1.188489e-04,   -1.059823e-04,    9.188974e-05,   -1.275170e+00,    2.683583e-01,   -2.708850e+00,   -2.047297e+00,   -8.367401e-01,   -9.479357e-02,    6.657943e-01,    1.338145e+00,   -2.979900e-05,   -3.273700e-05,    1.934300e-04,   -2.034500e-04,   -5.699900e-05,    1.179400e-04,   -9.321500e-05,    1.175500e-04,    1.320100e-05,    1.320100e-05,    1.336400e-05,    1.336400e-05,    9.588100e-06,    9.588100e-06,    1.917600e-05,    1.917600e-05,
        15,    2.400000e-04,   -3.381523e-04,    2.343325e-04,    1.216512e-03,   -9.145213e-04,   -9.149457e-05,    1.287903e-04,    1.507657e-04,   -8.773964e-05,    5.891379e-01,   -1.146116e+00,   -2.009756e-01,   -1.269968e+00,   -7.383567e-01,   -1.890834e+00,    1.100554e+00,   -1.626024e+00,   -3.240100e-04,    2.068200e-04,    1.210700e-03,   -9.512500e-04,   -1.085100e-04,    8.521600e-05,    1.778800e-04,   -1.278000e-04,    2.400500e-05,    2.400500e-05,    2.892100e-05,    2.892100e-05,    2.304500e-05,    2.304500e-05,    2.463700e-05,    2.463700e-05,
        16,    2.400000e-04,   -7.008378e-05,    3.485154e-05,    2.837146e-04,   -2.341116e-04,   -1.567794e-04,    2.133261e-04,    3.487353e-04,   -1.883782e-04,   -5.138235e-01,   -4.886808e-01,   -4.795221e-01,   -1.519087e-01,   -1.246415e+00,   -9.768825e-01,    7.357391e-01,    2.952723e-01,   -8.603800e-05,    1.967800e-05,    2.762700e-04,   -2.364700e-04,   -1.761300e-04,    1.981600e-04,    3.715800e-04,   -1.792100e-04,    3.105000e-05,    3.105000e-05,    1.552500e-05,    1.552500e-05,    1.552500e-05,    1.552500e-05,    3.105000e-05,    3.105000e-05,
        17,    2.400000e-04,   -7.557545e-05,   -1.774061e-04,    9.856310e-04,   -8.050860e-04,   -7.208052e-05,    1.958166e-04,   -1.822045e-04,    1.698664e-04,   -2.673538e-01,   -6.743476e-01,   -1.518011e+00,   -6.454239e-01,   -1.150302e-01,    3.866826e-01,    7.766251e-01,    2.921766e-01,   -8.958800e-05,   -2.127500e-04,    9.458500e-04,   -8.220000e-04,   -7.509500e-05,    2.059500e-04,   -1.415000e-04,    1.851800e-04,    5.241200e-05,    5.241200e-05,    2.620600e-05,    2.620600e-05,    2.620600e-05,    2.620600e-05,    5.241200e-05,    5.241200e-05,
        18,    2.400000e-04,    1.686093e-04,   -2.541538e-04,   -1.680832e-04,    3.745693e-05,   -2.054850e-04,    2.693218e-04,    3.699679e-04,   -2.011798e-04,    4.396904e-01,   -1.169310e+00,   -1.725830e+00,    1.238547e+00,    1.234532e+00,    1.768803e-01,   -1.041911e+00,    3.522635e-02,    1.794600e-04,   -2.830100e-04,   -2.098500e-04,    6.743100e-05,   -1.741600e-04,    2.738100e-04,    3.442400e-04,   -2.003100e-04,    2.467800e-05,    2.467800e-05,    2.420100e-05,    2.420100e-05,    2.537400e-05,    2.537400e-05,    2.469300e-05,    2.469300e-05,
        19,    2.400000e-04,   -3.038956e-04,    2.037231e-04,    1.217400e-03,   -8.514745e-04,   -1.537914e-04,    1.510574e-04,    4.925093e-04,   -3.160241e-04,   -4.801983e-01,   -1.009042e+00,    1.544453e+00,    7.917984e-01,   -1.153838e+00,    1.199523e-01,   -3.665040e-01,    3.194925e-01,   -3.330600e-04,    1.424400e-04,    1.264300e-03,   -8.274300e-04,   -1.888300e-04,    1.547000e-04,    4.702500e-04,   -2.966200e-04,    6.073400e-05,    6.073400e-05,    3.036700e-05,    3.036700e-05,    3.036700e-05,    3.036700e-05,    6.073400e-05,    6.073400e-05,
