MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         2,    1.562000e-02,    5.375203e-04,    6.628849e-05,    2.393264e-03,   -2.197107e-03,   -2.785741e-03,    9.415383e-03,    4.272193e-03,   -3.175945e-03,    9.444706e-01,    4.191258e-02,   -1.064108e+00,    3.253910e+00,    3.722036e-02,    7.278857e+00,   -5.886368e-01,   -1.919198e-02,    1.047100e-03,    8.890200e-05,    2.106200e-03,   -1.319300e-03,   -2.775700e-03,    1.137900e-02,    3.954600e-03,   -3.186300e-03,    5.395400e-04,    5.395400e-04,    2.697700e-04,    2.697700e-04,    2.697700e-04,    2.697700e-04,    5.395400e-04,    5.395400e-04,
         3,    1.562000e-02,    3.464426e-04,   -2.246700e-04,    1.272415e-03,   -1.054337e-03,   -2.521851e-03,    1.870513e-03,   -7.054843e-04,    8.480417e-05,    6.125800e-02,    1.745673e+00,   -3.545437e-01,    8.160214e-01,    1.232244e+00,    6.567733e-01,    1.351779e-01,   -2.273753e+00,    3.598900e-04,    1.585400e-04,    1.233500e-03,   -9.647700e-04,   -2.386600e-03,    1.942600e-03,   -6.758100e-04,   -4.143300e-04,    2.195200e-04,    2.195200e-04,    1.097600e-04,    1.097600e-04,    1.097600e-04,    1.097600e-04,    2.195200e-04,    2.195200e-04,
         4,    1.562000e-02,    5.460506e-04,   -6.667228e-04,    3.080986e-03,   -3.384642e-03,   -9.442295e-03,    7.085995e-03,   -1.206612e-03,    1.736989e-03,    5.430771e-01,   -4.966457e-02,   -1.116785e+00,    1.692995e+00,    1.383674e+00,    2.081720e+00,   -8.619829e-01,   -3.463420e-01,    9.156200e-04,   -7.005200e-04,    2.701000e-03,   -2.808600e-03,   -8.971500e-03,    7.794300e-03,   -1.793200e-03,    1.501300e-03,    6.805100e-04,    6.805100e-04,    3.402500e-04,    3.402500e-04,    3.402500e-04,    3.402500e-04,    6.805100e-04,    6.805100e-04,
         5,    1.562000e-02,    2.648635e-03,   -1.215561e-03,    9.342259e-03,   -3.335905e-03,   -9.690203e-03,    6.490679e-03,   -1.216504e-02,    1.915307e-03,    8.003923e-02,   -1.513475e-01,   -2.484078e-01,   -7.218123e-02,   -1.162578e-01,   -1.491060e+00,   -6.021682e-01,   -4.249689e-01,    2.732900e-03,   -1.374900e-03,    9.211500e-03,   -3.373900e-03,   -9.751400e-03,    5.705800e-03,   -1.279900e-02,    1.467900e-03,    1.052800e-03,    1.052800e-03,    5.263900e-04,    5.263900e-04,    5.263900e-04,    5.263900e-04,    1.052800e-03,    1.052800e-03,
         6,    1.562000e-02,    1.117412e-03,   -1.326355e-03,    6.497213e-03,   -7.269577e-03,   -1.053131e-02,    8.843082e-03,   -3.194283e-03,    6.443406e-03,   -6.245300e-01,    9.213604e-01,   -7.679094e-01,   -2.214552e+00,   -7.904505e-01,   -2.990510e-01,   -2.498984e+00,    1.590091e+00,    3.594200e-04,   -2.081000e-04,    6.031200e-03,   -8.613500e-03,   -1.101100e-02,    8.661600e-03,   -6.227300e-03,    8.373300e-03,    1.213700e-03,    1.213700e-03,    6.068600e-04,    6.068600e-04,    6.068600e-04,    6.068600e-04,    1.213700e-03,    1.213700e-03,
         7,    1.562000e-02,    5.509858e-03,   -4.184800e-03,    3.797787e-02,   -1.420433e-02,   -7.665286e-03,    7.040008e-03,   -2.521169e-02,    7.928021e-03,    1.463546e+00,   -9.796890e-01,   -4.517957e-01,    9.965039e-02,   -4.467760e-01,   -9.947440e-01,    6.215881e-01,   -3.702740e-01,    8.457000e-03,   -6.157600e-03,    3.752300e-02,   -1.410400e-02,   -8.115100e-03,    6.038500e-03,   -2.396000e-02,    7.182400e-03,    2.013700e-03,    2.013700e-03,    1.006800e-03,    1.006800e-03,    1.006800e-03,    1.006800e-03,    2.013700e-03,    2.013700e-03,
         8,    1.562000e-02,    1.144803e-03,   -5.624376e-04,    1.532404e-03,   -1.641955e-03,   -1.668189e-03,    1.409871e-03,   -6.116210e-04,    6.257742e-04,   -3.583028e-02,   -1.889427e+00,    1.765721e+00,    6.622072e-01,    3.804560e-01,   -2.038960e-01,   -1.513158e+00,    5.193220e-01,    1.136800e-03,   -9.844600e-04,    1.729600e-03,   -1.568000e-03,   -1.625700e-03,    1.387100e-03,   -9.496000e-04,    7.417700e-04,    2.233600e-04,    2.233600e-04,    1.116800e-04,    1.116800e-04,    1.116800e-04,    1.116800e-04,    2.233600e-04,    2.233600e-04,
         9,    1.562000e-02,   -1.671750e-04,   -5.013241e-04,    1.260690e-02,   -1.007771e-02,   -5.577503e-03,    6.635305e-03,   -8.237506e-03,    6.028743e-03,    2.380572e-01,   -6.549350e-01,   -2.575429e+00,    9.287449e-01,   -6.423945e-01,   -3.901451e-01,   -5.074532e-01,    1.267594e+00,    1.025200e-04,   -1.243300e-03,    1.114800e-02,   -9.551600e-03,   -5.941400e-03,    6.414300e-03,   -8.812400e-03,    7.464800e-03,    1.132900e-03,    1.132900e-03,    5.664700e-04,    5.664700e-04,    5.664700e-04,    5.664700e-04,    1.132900e-03,    1.132900e-03,
        10,    1.562000e-02,    1.182590e-04,   -1.231011e-04,    1.154585e-03,   -1.605692e-03,   -4.195778e-03,    4.180242e-03,   -2.288840e-04,    1.760944e-04,    3.686064e-01,    6.095614e-01,   -3.713519e-01,    1.362741e+00,    2.075248e-01,    2.815676e-01,    5.722310e-01,    1.426593e+00,    2.375400e-04,    7.415300e-05,    1.094500e-03,   -1.385200e-03,   -4.162200e-03,    4.225800e-03,   -4.371000e-05,    6.377400e-04,    3.236000e-04,    3.236000e-04,    1.618000e-04,    1.618000e-04,    1.618000e-04,    1.618000e-04,    3.236000e-04,    3.236000e-04,
        11,    1.562000e-02,   -2.643101e-03,    1.991309e-03,    2.454189e-03,   -3.138668e-03,   -5.433924e-03,    4.671801e-03,   -2.512531e-04,   -6.785104e-04,   -3.809265e-01,    4.450991e-01,   -1.077946e+00,    1.306540e+00,    1.073675e+00,    6.659418e-02,   -1.312940e+00,   -9.782871e-02,   -2.833000e-03,    2.213200e-03,    2.185500e-03,   -2.813000e-03,   -5.166300e-03,    4.688400e-03,   -9.057800e-04,   -7.272800e-04,    4.985200e-04,    4.985200e-04,    2.492600e-04,    2.492600e-04,    2.492600e-04,    2.492600e-04,    4.985200e-04,    4.985200e-04,
