MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         2,    1.172000e-02,    4.772153e-04,   -1.317999e-05,    2.172746e-03,   -1.887574e-03,   -2.064013e-03,    7.459500e-03,    3.801309e-03,   -2.936599e-03,    1.057546e+00,   -4.758783e-02,   -8.342832e-01,    2.997696e+00,   -3.845084e-01,    7.095111e+00,    3.547030e-02,    3.301557e-01,    9.689000e-04,   -3.530500e-05,    1.978800e-03,   -1.190700e-03,   -2.153400e-03,    9.108900e-03,    3.817800e-03,   -2.783100e-03,    4.649300e-04,    4.649300e-04,    2.324700e-04,    2.324700e-04,    2.324700e-04,    2.324700e-04,    4.649300e-04,    4.649300e-04,
         3,    1.172000e-02,    2.663428e-04,   -2.521342e-04,    1.168473e-03,   -8.919145e-04,   -2.229749e-03,    1.681200e-03,   -6.772361e-04,    1.690224e-04,    2.972617e-01,    1.592403e+00,   -5.439846e-02,    9.831169e-01,    1.542841e+00,   -1.454666e-01,   -2.886819e-01,   -2.043446e+00,    3.239700e-04,    5.656900e-05,    1.163200e-03,   -7.966200e-04,   -2.080200e-03,    1.667100e-03,   -7.332000e-04,   -2.271200e-04,    1.938600e-04,    1.938600e-04,    9.693100e-05,    9.693100e-05,    9.693100e-05,    9.693100e-05,    1.938600e-04,    1.938600e-04,
         4,    1.172000e-02,    3.950795e-04,   -6.316387e-04,    2.683362e-03,   -2.868724e-03,   -8.596924e-03,    6.250975e-03,   -9.588818e-04,    1.747536e-03,    6.211480e-01,   -6.015233e-02,   -5.266427e-01,    1.643496e+00,    1.589027e+00,    1.158247e+00,   -1.257669e+00,   -2.338853e-01,    7.691100e-04,   -6.678600e-04,    2.524800e-03,   -2.373900e-03,   -8.118500e-03,    6.599700e-03,   -1.716200e-03,    1.606700e-03,    6.021600e-04,    6.021600e-04,    3.010800e-04,    3.010800e-04,    3.010800e-04,    3.010800e-04,    6.021600e-04,    6.021600e-04,
         5,    1.172000e-02,    2.347351e-03,   -1.303477e-03,    8.914065e-03,   -3.215993e-03,   -8.555819e-03,    6.173606e-03,   -1.182766e-02,    2.296173e-03,    5.252062e-02,   -2.184852e-01,   -2.417005e-01,   -1.259449e-01,   -5.716951e-01,   -1.155388e+00,   -1.130487e+00,   -2.491099e-01,    2.399400e-03,   -1.520000e-03,    8.794300e-03,   -3.278400e-03,   -8.839100e-03,    5.601100e-03,   -1.294800e-02,    2.049300e-03,    9.910200e-04,    9.910200e-04,    4.955100e-04,    4.955100e-04,    4.955100e-04,    4.955100e-04,    9.910200e-04,    9.910200e-04,
         6,    1.172000e-02,    9.829558e-04,   -1.127140e-03,    5.852845e-03,   -6.069985e-03,   -9.827023e-03,    7.631058e-03,   -2.603065e-03,    5.351174e-03,   -6.574800e-01,    8.268494e-01,   -8.198434e-01,   -1.785075e+00,   -6.907955e-01,   -2.160448e-01,   -2.834688e+00,    1.848835e+00,    2.862900e-04,   -2.510100e-04,    5.418500e-03,   -7.015700e-03,   -1.019300e-02,    7.516600e-03,   -5.606700e-03,    7.310200e-03,    1.059600e-03,    1.059600e-03,    5.297900e-04,    5.297900e-04,    5.297900e-04,    5.297900e-04,    1.059600e-03,    1.059600e-03,
         7,    1.172000e-02,    4.575808e-03,   -4.134055e-03,    3.596319e-02,   -1.369023e-02,   -6.568668e-03,    6.440700e-03,   -2.400156e-02,    7.963061e-03,    1.427003e+00,   -1.160693e+00,    1.937439e-03,    5.384722e-01,   -5.531035e-01,   -6.858112e-01,    4.280001e-01,   -4.843339e-01,    7.248300e-03,   -6.307800e-03,    3.596500e-02,   -1.318600e-02,   -7.086600e-03,    5.798500e-03,   -2.320000e-02,    7.056000e-03,    1.872800e-03,    1.872800e-03,    9.364100e-04,    9.364100e-04,    9.364100e-04,    9.364100e-04,    1.872800e-03,    1.872800e-03,
         8,    1.172000e-02,    1.024831e-03,   -5.526796e-04,    1.326559e-03,   -1.392794e-03,   -1.505180e-03,    1.226234e-03,   -4.911970e-04,    5.570803e-04,   -3.439301e-01,   -1.453934e+00,    1.851340e+00,    1.832817e-01,    7.805420e-01,   -5.565528e-01,   -1.697497e+00,    7.075742e-01,    9.580500e-04,   -8.349900e-04,    1.506300e-03,   -1.375000e-03,   -1.429400e-03,    1.172200e-03,   -8.208000e-04,    6.944700e-04,    1.941700e-04,    1.941700e-04,    9.708700e-05,    9.708700e-05,    9.708700e-05,    9.708700e-05,    1.941700e-04,    1.941700e-04,
         9,    1.172000e-02,   -2.123147e-04,   -3.492532e-04,    1.160045e-02,   -8.666908e-03,   -5.023325e-03,    5.560504e-03,   -7.575934e-03,    5.319482e-03,    3.628081e-02,   -7.502696e-01,   -2.000765e+00,    1.371362e+00,   -8.125996e-01,   -3.077270e-01,   -5.424721e-01,    1.237792e+00,   -1.757400e-04,   -1.105600e-03,    1.059200e-02,   -7.975700e-03,   -5.432900e-03,    5.405400e-03,   -8.122800e-03,    6.567300e-03,    1.008100e-03,    1.008100e-03,    5.040300e-04,    5.040300e-04,    5.040300e-04,    5.040300e-04,    1.008100e-03,    1.008100e-03,
        10,    1.172000e-02,    9.586084e-05,   -1.074896e-04,    9.705658e-04,   -1.329494e-03,   -3.564408e-03,    3.631581e-03,   -2.095254e-04,    1.028557e-04,    3.580100e-01,    4.303770e-01,   -3.843380e-02,    1.369343e+00,   -1.409281e-01,    1.989633e-01,    9.200913e-01,    1.332722e+00,    1.948900e-04,    1.155700e-05,    9.652500e-04,   -1.140100e-03,   -3.583900e-03,    3.659100e-03,    4.498100e-05,    4.715000e-04,    2.766100e-04,    2.766100e-04,    1.383100e-04,    1.383100e-04,    1.383100e-04,    1.383100e-04,    2.766100e-04,    2.766100e-04,
        11,    1.172000e-02,   -2.255280e-03,    1.875292e-03,    2.168686e-03,   -2.553274e-03,   -4.718472e-03,    4.220795e-03,   -4.048638e-04,   -6.152702e-04,   -4.482120e-01,    2.444520e-01,   -6.188545e-01,    1.544599e+00,    1.374774e+00,   -3.573861e-01,   -9.891846e-01,    3.234941e-01,   -2.446900e-03,    1.979800e-03,    2.036400e-03,   -2.223100e-03,   -4.424600e-03,    4.144400e-03,   -8.277600e-04,   -4.769700e-04,    4.275200e-04,    4.275200e-04,    2.137600e-04,    2.137600e-04,    2.137600e-04,    2.137600e-04,    4.275200e-04,    4.275200e-04,
