MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    3.700000e-04,   -9.999644e-04,    1.108648e-03,    1.581527e-03,   -4.939003e-04,   -2.136754e-04,    3.236056e-04,    2.166036e-04,    4.598870e-05,   -1.010682e+00,    9.335500e-01,    2.030390e-02,   -2.738883e+00,   -4.719788e-01,   -2.253017e-01,    1.455527e+00,   -3.437742e+00,   -1.044300e-03,    1.149600e-03,    1.582600e-03,   -6.385900e-04,   -2.329600e-04,    3.144000e-04,    2.915400e-04,   -1.310000e-04,    4.386700e-05,    4.386700e-05,    5.282800e-05,    5.282800e-05,    4.085900e-05,    4.085900e-05,    5.148400e-05,    5.148400e-05,
         2,    3.700000e-04,   -1.168007e-05,   -1.901813e-04,    6.516816e-04,   -4.565293e-04,   -1.327383e-04,    1.944253e-04,    7.322009e-04,   -5.952214e-04,    1.954557e+00,   -5.527590e+00,    8.900021e+00,    4.381213e+00,    9.319534e+00,   -3.024088e+00,   -5.028414e+00,   -4.343377e+00,    3.158600e-05,   -3.125400e-04,    8.405400e-04,   -3.635600e-04,    1.718800e-04,    9.558000e-05,    5.188000e-04,   -7.795500e-04,    2.213600e-05,    2.213600e-05,    2.122000e-05,    2.122000e-05,    3.268600e-05,    3.268600e-05,    4.243900e-05,    4.243900e-05,
         3,    3.700000e-04,   -8.879500e-05,   -9.166367e-06,    3.157542e-04,   -2.652040e-04,   -2.879439e-04,    4.035329e-04,    2.501193e-04,    7.824311e-05,    2.929188e-01,   -5.454293e-01,    5.292754e-01,    2.174063e-01,   -1.682759e+00,    3.725820e-01,   -4.174066e-01,    6.019997e-01,   -7.504100e-05,   -3.477700e-05,    3.281800e-04,   -2.601000e-04,   -3.274500e-04,    4.122800e-04,    2.305200e-04,    1.065100e-04,    4.695500e-05,    4.695500e-05,    2.347700e-05,    2.347700e-05,    2.347700e-05,    2.347700e-05,    4.695500e-05,    4.695500e-05,
         4,    3.700000e-04,   -1.334972e-04,   -1.777505e-05,    5.059882e-04,   -5.259107e-04,   -1.485930e-03,    1.704146e-03,    1.938187e-03,   -3.203338e-04,    2.110906e-01,   -6.057233e-01,    4.394823e-01,   -2.504309e-01,   -1.389706e+00,   -1.296355e+00,    1.588393e+00,   -1.217608e-01,   -1.058000e-04,   -9.725200e-05,    5.348200e-04,   -5.423400e-04,   -1.577100e-03,    1.619100e-03,    2.146600e-03,   -3.363100e-04,    1.312100e-04,    1.312100e-04,    6.560400e-05,    6.560400e-05,    6.560400e-05,    6.560400e-05,    1.312100e-04,    1.312100e-04,
         5,    3.700000e-04,   -3.094273e-04,   -3.437310e-04,    1.947650e-03,   -2.082942e-03,   -1.979429e-04,    1.356551e-03,   -2.145039e-03,    2.760144e-03,    3.395533e-01,    4.290635e-01,    6.412457e-01,    1.045261e+00,   -1.238841e+00,    1.629322e-01,    6.123467e-01,   -6.509795e-01,   -2.417000e-04,   -2.581500e-04,    2.011600e-03,   -1.978700e-03,   -3.214900e-04,    1.372800e-03,   -2.022900e-03,    2.630300e-03,    1.994600e-04,    1.994600e-04,    9.972800e-05,    9.972800e-05,    9.972800e-05,    9.972800e-05,    1.994600e-04,    1.994600e-04,
         6,    3.700000e-04,   -4.976797e-05,   -2.404936e-04,    9.375494e-04,   -1.271348e-03,   -1.751411e-03,    2.151165e-03,    1.596391e-03,    2.250905e-04,   -2.256396e+00,    2.762655e+00,   -6.036954e-01,    4.652675e-01,    9.219816e-01,   -1.945838e+00,    3.390091e+00,   -8.294115e-01,   -2.965500e-04,    6.165800e-05,    8.784500e-04,   -1.225800e-03,   -1.638800e-03,    1.913500e-03,    2.046900e-03,    1.148700e-04,    1.093700e-04,    1.093700e-04,    9.789600e-05,    9.789600e-05,    1.221400e-04,    1.221400e-04,    1.328900e-04,    1.328900e-04,
         7,    3.700000e-04,   -1.716281e-03,   -5.474077e-04,    7.975369e-03,   -8.230678e-03,    7.594562e-04,    9.551138e-04,   -4.910410e-03,    5.421485e-03,    9.863083e-01,    3.864137e-01,    5.656595e-01,   -1.332409e-01,   -1.176086e+00,   -2.148935e-01,   -5.118404e-01,   -4.365598e-01,   -1.318000e-03,   -3.913700e-04,    8.216600e-03,   -8.287500e-03,    5.516300e-04,    9.171400e-04,   -5.091300e-03,    5.267200e-03,    4.038100e-04,    4.038100e-04,    4.264600e-04,    4.264600e-04,    1.767100e-04,    1.767100e-04,    3.534100e-04,    3.534100e-04,
         8,    3.700000e-04,    1.110071e-04,   -1.956708e-04,    7.440106e-05,   -2.600612e-04,   -2.422863e-04,    3.096938e-04,    2.038029e-04,    5.462547e-05,    5.559408e-01,    4.706114e-01,    5.250177e-01,    2.387433e+00,   -2.065567e+00,   -2.083936e+00,   -4.257524e-01,   -7.993200e-01,    1.279600e-04,   -1.813200e-04,    8.240600e-05,   -2.236600e-04,   -2.737800e-04,    2.779200e-04,    1.908200e-04,    3.025100e-05,    3.049400e-05,    3.049400e-05,    1.524700e-05,    1.524700e-05,    1.524700e-05,    1.524700e-05,    3.049400e-05,    3.049400e-05,
         9,    3.700000e-04,   -3.412007e-04,   -1.064073e-04,    2.389226e-03,   -2.648042e-03,   -6.022064e-04,    1.109031e-03,   -6.549392e-04,    1.554832e-03,   -8.719850e-01,    1.547046e+00,    2.244900e+00,   -7.427465e-01,   -1.346042e+00,   -1.234501e-01,   -5.414408e-01,    3.423590e-01,   -5.120400e-04,    1.966900e-04,    2.806800e-03,   -2.786200e-03,   -8.380600e-04,    1.087400e-03,   -7.420300e-04,    1.609900e-03,    1.959200e-04,    1.959200e-04,    1.860100e-04,    1.860100e-04,    1.752200e-04,    1.752200e-04,    1.608500e-04,    1.608500e-04,
        10,    3.700000e-04,   -2.300446e-05,   -1.023672e-05,    1.818055e-04,   -1.896486e-04,   -4.781206e-04,    7.101078e-04,    7.205455e-05,    3.637978e-05,   -2.314042e-01,   -1.420255e-01,   -1.077515e+00,   -2.068302e-01,    7.836569e-01,    1.139044e-01,   -7.132148e-01,    1.351828e+00,   -3.365900e-05,   -1.677600e-05,    1.570000e-04,   -1.944100e-04,   -4.600800e-04,    7.127300e-04,    3.921600e-05,    9.862200e-05,    4.604300e-05,    4.604300e-05,    2.302100e-05,    2.302100e-05,    2.302100e-05,    2.302100e-05,    4.604300e-05,    4.604300e-05,
