MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         2,    3.910000e-03,    3.571132e-04,   -7.826255e-05,    1.447163e-03,   -1.093478e-03,   -5.017821e-04,    3.082640e-03,    2.110151e-03,   -1.988857e-03,    1.191865e+00,   -8.757574e-01,   -4.549259e-01,    2.954801e+00,    3.403290e+00,    3.717874e+00,    2.426774e+00,   -2.306992e-02,    6.383100e-04,   -2.848800e-04,    1.393500e-03,   -7.449300e-04,   -1.003300e-04,    3.521200e-03,    2.682700e-03,   -1.994300e-03,    2.359300e-04,    2.359300e-04,    1.179600e-04,    1.179600e-04,    1.179600e-04,    1.179600e-04,    2.359300e-04,    2.359300e-04,
         3,    3.910000e-03,    3.111225e-05,   -1.913288e-04,    8.497693e-04,   -5.595891e-04,   -1.376437e-03,    1.158555e-03,   -3.815008e-04,    4.094284e-04,    1.205602e+00,    3.874563e-01,   -8.025881e-02,    8.730680e-01,    2.413787e-01,   -1.958182e+00,   -1.497679e+00,   -3.179095e-01,    1.873100e-04,   -1.411300e-04,    8.445700e-04,   -5.030300e-04,   -1.360800e-03,    1.031700e-03,   -5.755400e-04,    3.682400e-04,    1.295600e-04,    1.295600e-04,    6.478200e-05,    6.478200e-05,    6.478200e-05,    6.478200e-05,    1.295600e-04,    1.295600e-04,
         4,    3.910000e-03,    1.479837e-05,   -3.506624e-04,    1.636609e-03,   -1.598940e-03,   -5.726322e-03,    4.352534e-03,    4.281547e-04,    1.785693e-03,    7.409354e-01,   -3.932913e-01,    5.748112e-01,    7.909406e-01,    8.119374e-01,   -5.599657e-01,   -1.628304e+00,    1.116623e+00,    3.099500e-04,   -5.073300e-04,    1.751100e-03,   -1.441400e-03,   -5.564600e-03,    4.241000e-03,   -2.204800e-04,    2.230500e-03,    3.983500e-04,    3.983500e-04,    1.991800e-04,    1.991800e-04,    1.991800e-04,    1.991800e-04,    3.983500e-04,    3.983500e-04,
         5,    3.910000e-03,    1.239357e-03,   -1.298297e-03,    6.860462e-03,   -3.339207e-03,   -4.718272e-03,    4.722883e-03,   -9.423125e-03,    4.037452e-03,   -4.541548e-01,   -2.267741e-01,   -8.965465e-01,    2.473838e-01,   -2.900336e-01,    5.311598e-01,   -6.502346e-01,    1.012210e+00,    9.173200e-04,   -1.459100e-03,    6.542600e-03,   -3.251500e-03,   -4.821100e-03,    4.911200e-03,   -9.884200e-03,    4.755200e-03,    7.090900e-04,    7.090900e-04,    3.545400e-04,    3.545400e-04,    3.545400e-04,    3.545400e-04,    7.090900e-04,    7.090900e-04,
         6,    3.910000e-03,    5.969679e-04,   -6.691265e-04,    3.914954e-03,   -3.536124e-03,   -6.850269e-03,    5.157669e-03,   -8.889498e-04,    3.183336e-03,   -8.815775e-01,    6.484064e-01,   -1.159893e+00,   -2.584868e-01,   -3.910550e-02,    3.103650e-01,   -1.919425e+00,    3.558921e+00,    1.391900e-05,   -2.402900e-04,    3.531400e-03,   -3.621600e-03,   -6.863200e-03,    5.260300e-03,   -2.158400e-03,    5.537100e-03,    6.613700e-04,    6.613700e-04,    3.306800e-04,    3.306800e-04,    3.306800e-04,    3.306800e-04,    6.613700e-04,    6.613700e-04,
         7,    3.910000e-03,    1.752540e-03,   -3.324187e-03,    2.710250e-02,   -1.362325e-02,   -3.151504e-03,    4.447455e-03,   -1.814723e-02,    8.947166e-03,    5.198625e-01,   -1.330803e+00,    7.919429e-01,   -4.417080e-01,    2.903172e-03,    2.144036e-01,   -4.326623e-02,   -1.588155e-01,    2.434600e-03,   -5.070200e-03,    2.762200e-02,   -1.391300e-02,   -3.149600e-03,    4.588100e-03,   -1.820400e-02,    8.738800e-03,    1.312000e-03,    1.312000e-03,    6.559800e-04,    6.559800e-04,    6.559800e-04,    6.559800e-04,    1.312000e-03,    1.312000e-03,
         8,    3.910000e-03,    6.401710e-04,   -4.606860e-04,    8.163375e-04,   -8.302460e-04,   -9.881168e-04,    7.924652e-04,   -2.150284e-04,    3.939188e-04,   -2.731304e-01,   -3.676569e-01,    4.044651e-01,   -1.720315e+00,    4.406185e-02,   -1.033684e+00,   -9.623405e-01,    2.074629e+00,    6.062400e-04,   -5.063600e-04,    8.414600e-04,   -9.371000e-04,   -9.853800e-04,    7.282600e-04,   -3.345800e-04,    6.516500e-04,    1.242300e-04,    1.242300e-04,    6.211300e-05,    6.211300e-05,    6.211300e-05,    6.211300e-05,    1.242300e-04,    1.242300e-04,
         9,    3.910000e-03,   -1.096515e-04,   -5.500301e-05,    8.237789e-03,   -5.734488e-03,   -3.242234e-03,    3.205887e-03,   -5.118676e-03,    4.029406e-03,   -9.431780e-01,   -8.160421e-01,    2.316163e-01,    2.583592e+00,    5.195214e-01,    8.069917e-01,   -3.468179e-01,    1.059190e+00,   -7.401000e-04,   -6.004700e-04,    8.315200e-03,   -4.871000e-03,   -3.068600e-03,    3.475600e-03,   -5.350500e-03,    4.737400e-03,    6.684300e-04,    6.684300e-04,    3.342200e-04,    3.342200e-04,    3.342200e-04,    3.342200e-04,    6.684300e-04,    6.684300e-04,
        10,    3.910000e-03,    4.756460e-05,   -7.652763e-05,    5.712271e-04,   -6.531217e-04,   -2.030784e-03,    2.025506e-03,   -3.012787e-04,    1.310461e-04,    2.156369e-01,    1.276460e-01,    6.195682e-01,    5.238375e-01,   -8.962826e-01,    6.492411e-01,    1.922721e+00,   -1.092056e+00,    8.217000e-05,   -5.604300e-05,    6.209400e-04,   -6.110900e-04,   -2.102700e-03,    2.077600e-03,    7.279600e-06,   -4.420700e-05,    1.604800e-04,    1.604800e-04,    8.023800e-05,    8.023800e-05,    8.023800e-05,    8.023800e-05,    1.604800e-04,    1.604800e-04,
        11,    3.910000e-03,   -1.126816e-03,    1.169574e-03,    1.476704e-03,   -1.250866e-03,   -2.594254e-03,    2.617841e-03,   -7.633180e-04,   -6.404744e-05,   -1.094603e+00,    2.745220e-01,    4.432981e-01,    5.508656e-01,   -2.334046e-01,   -1.317399e+00,   -1.200638e-01,   -1.334835e-01,   -1.415200e-03,    1.241900e-03,    1.535100e-03,   -1.178300e-03,   -2.625000e-03,    2.444300e-03,   -7.949500e-04,   -9.921500e-05,    2.634600e-04,    2.634600e-04,    1.317300e-04,    1.317300e-04,    1.317300e-04,    1.317300e-04,    2.634600e-04,    2.634600e-04,
