MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.200000e-04,   -5.788339e-04,    6.110125e-04,    1.032341e-03,   -6.699039e-04,   -1.033338e-04,    1.578127e-04,    1.563083e-04,   -5.786113e-05,   -4.340566e-01,    1.272328e+00,   -1.771802e+00,    6.193767e-01,   -4.837645e-01,    5.005778e-01,    1.456548e-01,   -3.607256e-01,   -6.043000e-04,    6.856600e-04,    9.221100e-04,   -6.313700e-04,   -1.433600e-04,    1.992300e-04,    1.744700e-04,   -1.028400e-04,    5.867000e-05,    5.867000e-05,    6.221400e-05,    6.221400e-05,    8.273900e-05,    8.273900e-05,    1.246900e-04,    1.246900e-04,
         3,    1.200000e-04,   -6.882535e-05,    2.150327e-05,    1.706001e-04,   -1.875923e-04,   -1.463580e-04,    2.067810e-04,    1.858000e-04,   -6.574550e-05,    6.236949e-01,   -6.281585e-01,    1.347098e+00,   -1.356204e-01,   -1.588421e+00,    1.664270e+00,   -2.532287e+00,    1.058867e+00,   -5.137000e-05,    3.923000e-06,    1.894500e-04,   -1.894900e-04,   -1.735200e-04,    2.352400e-04,    1.434500e-04,   -4.803700e-05,    2.798700e-05,    2.798700e-05,    1.399300e-05,    1.399300e-05,    1.710000e-05,    1.710000e-05,    1.672400e-05,    1.672400e-05,
         4,    1.200000e-04,   -1.046789e-04,    3.118096e-05,    2.642326e-04,   -3.308409e-04,   -8.027138e-04,    9.498082e-04,    1.217953e-03,   -7.611230e-04,    1.790887e+00,    4.930125e-01,    1.390925e+00,   -1.378812e+00,   -9.668343e-01,    3.532532e-01,   -1.603137e-01,   -1.240322e+00,   -1.780300e-05,    5.509700e-05,    3.226000e-04,   -3.887000e-04,   -8.758500e-04,    9.765300e-04,    1.205500e-03,   -8.574700e-04,    4.851000e-05,    4.851000e-05,    4.196300e-05,    4.196300e-05,    7.564500e-05,    7.564500e-05,    7.767900e-05,    7.767900e-05,
         5,    1.200000e-04,   -2.985172e-04,   -1.839781e-05,    8.908427e-04,   -1.281311e-03,    9.102761e-05,    4.838839e-04,   -8.732664e-04,    1.538530e-03,    1.409179e+00,    5.627353e-01,    4.510312e+00,    7.252087e-01,   -3.945221e+00,    4.292886e-01,   -5.722707e+00,   -8.200478e-01,   -1.675100e-04,    3.391800e-05,    1.100500e-03,   -1.247600e-03,   -1.159900e-04,    5.064100e-04,   -1.158200e-03,    1.497700e-03,    9.296700e-05,    9.296700e-05,    4.648400e-05,    4.648400e-05,    5.247300e-05,    5.247300e-05,    4.979000e-05,    4.979000e-05,
         6,    1.200000e-04,   -1.112016e-04,   -6.350764e-05,    4.219941e-04,   -6.906998e-04,   -8.680289e-04,    1.166231e-03,    1.060815e-03,   -4.957998e-04,    1.271854e+00,    1.321710e+00,    1.871170e+00,    4.471635e-01,   -1.251137e+00,    3.791521e-01,   -2.004515e+00,   -1.271330e+00,    9.199500e-07,    5.300900e-05,    5.851900e-04,   -6.517000e-04,   -1.015100e-03,    1.210800e-03,    8.145800e-04,   -6.519700e-04,    8.815600e-05,    8.815600e-05,    8.721600e-05,    8.721600e-05,    1.175500e-04,    1.175500e-04,    1.228400e-04,    1.228400e-04,
         7,    1.200000e-04,   -1.412451e-03,    3.105341e-04,    3.741780e-03,   -5.146823e-03,    7.388363e-04,    8.888237e-05,   -2.234833e-03,    3.266094e-03,    2.053594e-01,   -1.320779e+00,   -6.240016e-02,    4.868518e-01,   -2.004171e+00,    1.786350e+00,   -3.377004e+00,   -1.654947e+00,   -1.288200e-03,   -4.885900e-04,    3.704800e-03,   -4.858300e-03,    3.658400e-04,    4.213400e-04,   -2.928200e-03,    2.926300e-03,    6.050400e-04,    6.050400e-04,    5.926300e-04,    5.926300e-04,    1.861100e-04,    1.861100e-04,    2.053200e-04,    2.053200e-04,
         8,    1.200000e-04,    4.025963e-05,   -9.263939e-05,    8.200027e-06,   -9.989002e-05,   -1.204237e-04,    1.652730e-04,    1.420911e-04,   -5.754437e-05,    2.161792e+00,   -3.259824e-01,    2.780391e+00,   -1.062602e-01,   -2.183734e+00,    1.479777e+00,   -3.271670e+00,   -1.450561e+00,    8.340900e-05,   -9.914600e-05,    5.451300e-05,   -1.016600e-04,   -1.522800e-04,    1.868600e-04,    9.319600e-05,   -7.922300e-05,    1.996000e-05,    1.996000e-05,    1.665700e-05,    1.665700e-05,    1.458800e-05,    1.458800e-05,    1.494500e-05,    1.494500e-05,
         9,    1.200000e-04,   -3.529886e-04,    4.920018e-05,    1.119988e-03,   -1.583095e-03,   -2.025906e-04,    5.282585e-04,   -1.690284e-04,    6.656892e-04,   -4.361338e-02,    8.286358e-01,   -2.593297e-02,    2.906199e-01,   -1.659982e-01,    5.013791e-01,    2.097867e-01,   -6.418308e-01,   -3.671800e-04,    3.188300e-04,    1.111600e-03,   -1.489100e-03,   -2.370800e-04,    6.324300e-04,   -1.284200e-04,    5.414500e-04,    3.253900e-04,    3.253900e-04,    3.234300e-04,    3.234300e-04,    2.077700e-04,    2.077700e-04,    1.935700e-04,    1.935700e-04,
        10,    1.200000e-04,   -1.918333e-05,    2.934550e-06,    9.955480e-05,   -1.227935e-04,   -1.881005e-04,    3.677262e-04,    3.050741e-05,   -1.272507e-05,   -5.884456e-01,   -3.070447e-01,   -1.403712e+00,   -4.175679e-01,    7.201250e-02,   -3.867053e+00,    4.689109e+00,    3.635769e-01,   -3.292000e-05,   -4.233100e-06,    4.336000e-05,   -1.395100e-04,   -1.872600e-04,    3.225900e-04,    1.236800e-04,   -5.500800e-06,    2.334400e-05,    2.334400e-05,    4.003300e-05,    4.003300e-05,    1.167200e-05,    1.167200e-05,    1.987000e-05,    1.987000e-05,
        11,    1.200000e-04,   -1.687262e-04,    2.069855e-04,    3.808721e-04,   -3.942398e-04,   -2.061025e-04,    4.374948e-04,   -7.199745e-05,    1.016397e-04,   -4.654924e-01,    4.632314e-01,    3.994386e+00,    4.087278e-01,    1.411432e-01,   -1.377296e+00,    1.123767e+00,    1.066018e+00,   -1.932800e-04,    2.314200e-04,    4.862200e-04,   -3.834600e-04,   -2.023800e-04,    4.011700e-04,   -1.272100e-05,    1.578700e-04,    5.274800e-05,    5.274800e-05,    2.637400e-05,    2.637400e-05,    2.637400e-05,    2.637400e-05,    5.274800e-05,    5.274800e-05,
        12,    1.200000e-04,   -7.621286e-05,   -1.670798e-04,    8.662092e-04,   -9.389327e-04,   -3.727062e-04,    8.819977e-04,   -3.062634e-04,    4.072241e-04,   -2.668515e-01,    6.906195e-01,   -2.341855e+00,    5.313111e-01,   -1.651962e+00,   -1.321698e+00,    1.290491e+00,    9.335523e-01,   -1.038400e-04,   -9.558000e-05,    7.084900e-04,   -9.031500e-04,   -4.582200e-04,    8.135800e-04,   -2.335300e-04,    4.598400e-04,    1.035300e-04,    1.035300e-04,    6.734800e-05,    6.734800e-05,    5.176500e-05,    5.176500e-05,    5.636100e-05,    5.636100e-05,
        13,    1.200000e-04,   -6.479667e-05,    5.319992e-05,    2.036015e-04,   -2.075842e-04,   -7.419449e-05,    9.718932e-05,    1.571262e-04,   -1.440237e-04,    4.211501e-01,    5.779304e-01,   -9.489853e-01,    4.880080e-01,    1.553238e+00,    2.052858e+00,   -1.905181e-02,    1.684790e+00,   -5.689800e-05,    6.403900e-05,    1.830000e-04,   -1.969900e-04,   -5.962900e-05,    1.164400e-04,    1.566300e-04,   -1.001400e-04,    1.875500e-05,    1.875500e-05,    2.170900e-05,    2.170900e-05,    9.377500e-06,    9.377500e-06,    2.604700e-05,    2.604700e-05,
        14,    1.200000e-04,   -2.080268e-05,   -1.700231e-05,    1.605025e-04,   -1.551830e-04,   -2.110740e-05,    7.359632e-05,   -7.278512e-05,    7.715683e-05,   -1.794678e+00,    1.951779e+00,   -1.013577e+00,    1.624796e+00,   -1.762210e+00,   -1.763819e+00,   -9.911038e-03,    2.694420e-01,   -6.898800e-05,    3.540100e-05,    1.331400e-04,   -1.113200e-04,   -4.161600e-05,    5.306900e-05,   -7.290500e-05,    8.041600e-05,    2.684900e-05,    2.684900e-05,    2.699600e-05,    2.699600e-05,    1.163800e-05,    1.163800e-05,    1.209600e-05,    1.209600e-05,
        15,    1.200000e-04,   -2.575356e-04,    1.973217e-04,    8.340917e-04,   -8.175999e-04,   -5.976875e-05,    8.778883e-05,    1.036826e-04,   -8.821601e-05,    1.357989e+00,   -8.725553e-01,   -3.151018e+00,    9.050616e-01,   -1.602690e-01,   -4.441671e-01,   -7.588118e-01,   -5.626471e-01,   -2.249900e-04,    1.764100e-04,    6.221700e-04,   -7.567300e-04,   -6.551600e-05,    7.186100e-05,    6.408100e-05,   -1.175800e-04,    2.396600e-05,    2.396600e-05,    6.725500e-05,    6.725500e-05,    3.586000e-05,    3.586000e-05,    5.218900e-05,    5.218900e-05,
        17,    1.200000e-04,   -1.023770e-04,   -7.816849e-05,    6.837863e-04,   -6.912052e-04,   -3.005919e-05,    1.191761e-04,   -1.236052e-04,    1.389145e-04,    1.311579e+00,    1.482534e+00,   -1.508889e+00,    9.121251e-01,   -1.112102e+00,   -9.857909e-01,    2.007969e+00,    1.295757e+00,   -7.098700e-05,   -4.268700e-05,    5.799400e-04,   -6.284300e-04,   -4.742800e-05,    1.037800e-04,   -8.902400e-05,    1.612300e-04,    2.393300e-05,    2.393300e-05,    6.882300e-05,    6.882300e-05,    1.561800e-05,    1.561800e-05,    1.722200e-05,    1.722200e-05,
