MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    9.800000e-04,   -1.773309e-03,    1.823850e-03,    1.808344e-03,   -1.064211e-04,   -4.377490e-04,    5.554129e-04,    1.762099e-04,    2.444582e-04,    3.375251e-01,   -6.394781e-01,    3.691726e+00,    1.536340e+00,    1.267378e-01,   -1.243997e+00,    1.615090e+00,   -1.101829e+00,   -1.734700e-03,    1.750700e-03,    2.019500e-03,   -1.854700e-05,   -4.305000e-04,    4.842600e-04,    3.609600e-04,    1.184200e-04,    1.143900e-04,    1.143900e-04,    5.719700e-05,    5.719700e-05,    5.719700e-05,    5.719700e-05,    1.143900e-04,    1.143900e-04,
         2,    9.800000e-04,    1.871985e-04,   -2.282354e-04,    9.279550e-04,   -5.975141e-04,   -4.399303e-06,    6.912970e-04,    1.063873e-03,   -9.458739e-04,    1.404438e+00,   -9.506272e-01,    1.771303e+00,    3.426003e+00,    7.057448e+00,    1.268329e+00,    5.196248e-01,   -4.656449e+00,    3.207900e-04,   -3.186600e-04,    1.012200e-03,   -4.345700e-04,    3.312600e-04,    7.516200e-04,    1.113300e-03,   -1.388800e-03,    9.512100e-05,    9.512100e-05,    4.756100e-05,    4.756100e-05,    4.756100e-05,    4.756100e-05,    9.512100e-05,    9.512100e-05,
         3,    9.800000e-04,   -8.138372e-05,   -7.160459e-05,    4.957665e-04,   -3.682350e-04,   -5.888619e-04,    7.049785e-04,    1.354696e-04,    3.188736e-04,    9.372399e-01,   -6.726102e-01,    2.279920e-01,    7.027333e-01,   -1.927905e+00,   -5.342624e-01,   -7.917866e-01,    9.146999e-01,   -9.990400e-06,   -1.228400e-04,    5.044500e-04,   -3.414700e-04,   -6.622900e-04,    6.846300e-04,    7.515600e-05,    3.885500e-04,    7.617400e-05,    7.617400e-05,    3.808700e-05,    3.808700e-05,    3.808700e-05,    3.808700e-05,    7.617400e-05,    7.617400e-05,
         4,    9.800000e-04,   -1.250476e-04,   -1.129096e-04,    8.388137e-04,   -8.325164e-04,   -2.756065e-03,    2.762337e-03,    2.028531e-03,    7.048312e-04,    5.816842e-01,   -7.207530e-01,    2.332049e-01,   -1.365597e-01,    4.700916e-01,   -1.557154e+00,    6.205126e-01,    1.942576e+00,   -1.148900e-06,   -2.664300e-04,    8.636500e-04,   -8.470600e-04,   -2.706000e-03,    2.596500e-03,    2.160700e-03,    1.118600e-03,    2.130000e-04,    2.130000e-04,    1.065000e-04,    1.065000e-04,    1.065000e-04,    1.065000e-04,    2.130000e-04,    2.130000e-04,
         5,    9.800000e-04,    3.056852e-05,   -8.857850e-04,    3.608010e-03,   -2.977716e-03,   -1.277376e-03,    2.805668e-03,   -4.508837e-03,    4.171081e-03,   -1.434888e-01,    3.968264e-01,    1.851817e-01,    9.903175e-01,   -1.133575e-02,   -1.487636e-01,    2.198418e-02,    6.529095e-01,   -2.319100e-05,   -7.371100e-04,    3.642700e-03,   -2.792200e-03,   -1.279500e-03,    2.777800e-03,   -4.500600e-03,    4.415700e-03,    3.746600e-04,    3.746600e-04,    1.873300e-04,    1.873300e-04,    1.873300e-04,    1.873300e-04,    3.746600e-04,    3.746600e-04,
         6,    9.800000e-04,    1.689069e-04,   -4.400128e-04,    1.858664e-03,   -2.090810e-03,   -3.410183e-03,    3.388155e-03,    1.217361e-03,    1.591368e-03,   -7.630275e-01,    8.631359e-01,   -8.100615e-01,    1.044187e+00,    9.018355e-01,   -1.637902e+00,    1.910570e+00,    1.671707e+00,   -9.082000e-05,   -1.462100e-04,    1.720800e-03,   -1.913100e-03,   -3.256700e-03,    3.109400e-03,    1.867700e-03,    2.160400e-03,    3.403900e-04,    3.403900e-04,    1.701900e-04,    1.701900e-04,    1.701900e-04,    1.701900e-04,    3.403900e-04,    3.403900e-04,
         7,    9.800000e-04,   -1.067225e-03,   -2.027997e-03,    1.441614e-02,   -1.165607e-02,   -5.890395e-05,    2.465884e-03,   -9.250849e-03,    7.896038e-03,    8.736154e-01,   -2.231401e-01,   -1.213942e+00,   -2.596200e-01,   -8.364849e-01,   -4.535667e-01,    4.501672e-01,   -4.691012e-01,   -4.956100e-04,   -2.174000e-03,    1.401900e-02,   -1.174100e-02,   -3.325600e-04,    2.317500e-03,   -8.956300e-03,    7.589100e-03,    6.543100e-04,    6.543100e-04,    3.271500e-04,    3.271500e-04,    3.271500e-04,    3.271500e-04,    6.543100e-04,    6.543100e-04,
         8,    9.800000e-04,    2.737088e-04,   -3.275235e-04,    2.850978e-04,   -5.021964e-04,   -4.790862e-04,    5.019712e-04,    1.202605e-04,    2.484588e-04,   -3.005215e-01,    2.497815e-01,   -2.164970e+00,    1.883480e-01,    1.016598e+00,   -1.080713e+00,    7.309854e-01,    6.483889e-01,    2.558500e-04,   -3.126800e-04,    2.207700e-04,   -4.966000e-04,   -4.488800e-04,    4.698600e-04,    1.637000e-04,    2.869900e-04,    5.942600e-05,    5.942600e-05,    2.971300e-05,    2.971300e-05,    2.971300e-05,    2.971300e-05,    5.942600e-05,    5.942600e-05,
         9,    9.800000e-04,   -1.701630e-04,   -1.811933e-04,    4.366385e-03,   -3.911760e-03,   -1.444614e-03,    1.872222e-03,   -1.957910e-03,    2.789411e-03,   -1.335965e+00,    6.828984e-01,    2.349350e+00,    1.408309e+00,    1.360363e+00,   -1.138989e+00,    6.370042e-01,    5.276480e-02,   -6.408100e-04,    5.938500e-05,    4.780200e-03,   -3.663700e-03,   -1.205000e-03,    1.671600e-03,   -1.733500e-03,    2.808000e-03,    3.522900e-04,    3.522900e-04,    1.761400e-04,    1.761400e-04,    1.761400e-04,    1.761400e-04,    3.522900e-04,    3.522900e-04,
        10,    9.800000e-04,   -1.631392e-05,   -3.937600e-05,    2.940805e-04,   -3.150627e-04,   -9.927402e-04,    1.132761e-03,    1.592854e-05,    1.900618e-04,    1.165217e-01,   -1.489667e-01,    3.377901e-02,   -3.652802e-01,    6.476856e-01,    5.519224e-01,   -1.796716e+00,   -6.129322e-01,   -6.796900e-06,   -5.154300e-05,    2.954600e-04,   -3.299800e-04,   -9.662900e-04,    1.155300e-03,   -1.308200e-04,    1.400000e-04,    8.167600e-05,    8.167600e-05,    4.083800e-05,    4.083800e-05,    4.083800e-05,    4.083800e-05,    8.167600e-05,    8.167600e-05,
        11,    9.800000e-04,   -5.598861e-04,    5.805894e-04,    9.956751e-04,   -6.660885e-04,   -1.163274e-03,    1.429878e-03,   -3.230498e-04,    2.891470e-04,   -9.430128e-01,    5.805530e-01,    7.067504e-02,    8.122456e-01,   -9.052778e-01,   -3.189313e-01,   -1.468417e+00,    5.685308e-01,   -6.993200e-04,    6.664300e-04,    1.000900e-03,   -6.060400e-04,   -1.230200e-03,    1.406300e-03,   -5.401700e-04,    3.732100e-04,    1.478600e-04,    1.478600e-04,    7.392900e-05,    7.392900e-05,    7.392900e-05,    7.392900e-05,    1.478600e-04,    1.478600e-04,
        12,    9.800000e-04,    4.125098e-04,   -8.503698e-04,    2.476275e-03,   -1.782360e-03,   -2.330598e-03,    3.068369e-03,   -1.167368e-03,    1.203204e-03,    1.637552e-02,   -2.500846e-01,    8.777777e-01,   -3.826804e-01,   -8.737194e-01,    2.260487e-02,   -8.707161e-01,    5.246067e-01,    4.183500e-04,   -9.395600e-04,    2.632800e-03,   -1.850600e-03,   -2.486400e-03,    3.072400e-03,   -1.477900e-03,    1.390300e-03,    3.566400e-04,    3.566400e-04,    1.783200e-04,    1.783200e-04,    1.783200e-04,    1.783200e-04,    3.566400e-04,    3.566400e-04,
        13,    9.800000e-04,   -1.598064e-04,    8.613317e-05,    5.214663e-04,   -3.402265e-04,   -2.589044e-04,    2.936316e-04,    3.734879e-04,   -1.126793e-04,    4.609049e-01,   -8.794983e-02,   -1.144956e-01,   -9.080647e-01,    6.791940e-02,    1.558683e-01,   -2.504885e-01,   -7.061107e-01,   -1.368100e-04,    8.174500e-05,    5.186100e-04,   -3.628800e-04,   -2.572100e-04,    2.975200e-04,    3.609900e-04,   -1.479100e-04,    4.989400e-05,    4.989400e-05,    2.494700e-05,    2.494700e-05,    2.494700e-05,    2.494700e-05,    4.989400e-05,    4.989400e-05,
        14,    9.800000e-04,    4.480025e-05,   -9.328875e-05,    4.126998e-04,   -2.531835e-04,   -1.927109e-04,    2.791097e-04,   -2.205369e-04,    1.462850e-04,   -7.061585e-01,    5.906966e-01,   -2.093424e-01,   -1.321294e+00,   -8.544066e-01,    5.868560e-01,   -4.661380e-01,    1.225431e+00,    1.498200e-05,   -6.834600e-05,    4.082800e-04,   -2.810800e-04,   -2.107500e-04,    2.915000e-04,   -2.402200e-04,    1.980300e-04,    4.222600e-05,    4.222600e-05,    2.111300e-05,    2.111300e-05,    2.111300e-05,    2.111300e-05,    4.222600e-05,    4.222600e-05,
        15,    9.800000e-04,   -5.894094e-04,    3.332905e-04,    2.103945e-03,   -1.203046e-03,   -2.269801e-04,    2.907463e-04,    2.283759e-04,   -4.550505e-05,    1.573730e+00,    1.772025e-01,    1.363400e-01,   -1.831154e+00,    2.085325e-01,   -3.097128e-01,    1.477525e-01,   -4.191404e-01,   -4.427000e-04,    3.498100e-04,    2.110300e-03,   -1.288400e-03,   -2.172600e-04,    2.763100e-04,    2.421500e-04,   -8.457900e-05,    9.322400e-05,    9.322400e-05,    4.661200e-05,    4.661200e-05,    4.661200e-05,    4.661200e-05,    9.322400e-05,    9.322400e-05,
        16,    9.800000e-04,   -1.167342e-04,    1.150201e-05,    4.806362e-04,   -3.759516e-04,   -3.780838e-04,    4.979059e-04,    5.220589e-04,   -9.877106e-06,    6.297962e-01,   -4.735862e-01,    9.605157e-01,   -1.188106e+00,    6.514565e-01,   -1.896718e-01,   -1.190836e-01,    6.266624e-01,   -7.691600e-05,   -1.844000e-05,    5.110000e-04,   -4.135100e-04,   -3.574900e-04,    4.919100e-04,    5.145300e-04,    2.974300e-05,    6.322400e-05,    6.322400e-05,    3.161200e-05,    3.161200e-05,    3.161200e-05,    3.161200e-05,    6.322400e-05,    6.322400e-05,
        17,    9.800000e-04,    1.714243e-04,   -5.524672e-04,    1.817000e-03,   -1.273029e-03,   -2.990496e-04,    4.971261e-04,   -3.922683e-04,    2.983417e-04,    6.117059e-01,   -5.719865e-01,    6.236390e-01,   -6.839365e-01,   -5.565861e-01,   -2.836061e-01,    1.460809e-01,    7.322875e-01,    2.418500e-04,   -6.183200e-04,    1.852900e-03,   -1.312400e-03,   -3.310900e-04,    4.808000e-04,   -3.754500e-04,    3.826500e-04,    1.151300e-04,    1.151300e-04,    5.756600e-05,    5.756600e-05,    5.756600e-05,    5.756600e-05,    1.151300e-04,    1.151300e-04,
        18,    9.800000e-04,    4.631688e-04,   -5.732474e-04,   -1.753053e-04,   -1.523926e-04,   -5.002639e-04,    6.006718e-04,    5.319467e-04,   -1.014121e-04,    1.986439e+00,   -9.657475e-01,   -1.043900e-01,   -1.589698e+00,    6.177827e-02,   -1.544150e+00,   -6.252234e-01,   -4.316138e-01,    5.508800e-04,   -6.158900e-04,   -1.776100e-04,   -1.874900e-04,   -4.989000e-04,    5.665800e-04,    5.043400e-04,   -1.204700e-04,    4.415500e-05,    4.415500e-05,    2.207800e-05,    2.207800e-05,    2.207800e-05,    2.207800e-05,    4.415500e-05,    4.415500e-05,
        19,    9.800000e-04,   -5.183540e-04,    3.203554e-04,    1.999293e-03,   -9.987911e-04,   -3.063703e-04,    3.132474e-04,    7.795350e-04,   -2.966116e-04,    1.347864e+00,   -7.645558e-02,    1.165919e-01,   -1.969582e-01,   -1.493846e-01,   -3.890160e-02,   -7.137695e-01,    1.943837e-01,   -3.841000e-04,    3.127400e-04,    2.005100e-03,   -1.008600e-03,   -3.138100e-04,    3.113100e-04,    7.084400e-04,   -2.772500e-04,    9.960500e-05,    9.960500e-05,    4.980200e-05,    4.980200e-05,    4.980200e-05,    4.980200e-05,    9.960500e-05,    9.960500e-05,
        20,    9.800000e-04,   -2.147205e-04,    8.067303e-05,    6.153412e-04,   -3.305403e-04,   -8.402269e-04,    9.732002e-04,    3.918873e-04,    1.404704e-04,    4.400567e-01,   -5.030706e-03,    3.930247e-01,    7.396423e-01,    5.498643e-01,   -2.864799e-01,   -2.470138e-01,    6.595933e-01,   -1.734300e-04,    8.020100e-05,    6.337800e-04,   -2.958400e-04,   -8.144300e-04,    9.597600e-04,    3.687100e-04,    2.023600e-04,    9.383000e-05,    9.383000e-05,    4.691500e-05,    4.691500e-05,    4.691500e-05,    4.691500e-05,    9.383000e-05,    9.383000e-05,
        21,    9.800000e-04,    2.644875e-04,   -4.439040e-04,    6.590899e-04,   -6.384948e-04,   -4.858277e-04,    6.497550e-04,   -3.170093e-04,    4.894281e-04,    7.210998e-01,   -6.041256e-01,    3.631182e-01,   -8.680031e-02,    2.049315e-01,   -6.902736e-01,   -1.417669e+00,    6.871243e-01,    3.260500e-04,   -4.954800e-04,    6.745900e-04,   -6.422000e-04,   -4.770800e-04,    6.202900e-04,   -4.380400e-04,    5.480900e-04,    8.537300e-05,    8.537300e-05,    4.268600e-05,    4.268600e-05,    4.268600e-05,    4.268600e-05,    8.537300e-05,    8.537300e-05,
        22,    9.800000e-04,    4.452971e-05,   -7.143318e-05,    9.896483e-05,   -1.333266e-04,   -1.478507e-05,    4.129002e-05,   -7.614804e-06,    8.452111e-06,    1.576083e+00,   -1.609955e-01,    3.319551e+00,   -2.363297e+00,    2.912452e+00,   -2.113823e+00,    1.133852e+00,    1.929885e+00,    5.676500e-05,   -7.268300e-05,    1.118500e-04,   -1.425000e-04,   -3.480100e-06,    3.308500e-05,    1.187400e-06,    2.343400e-05,    7.763100e-06,    7.763100e-06,    3.881600e-06,    3.881600e-06,    3.881600e-06,    3.881600e-06,    7.763100e-06,    7.763100e-06,
        23,    9.800000e-04,    3.985780e-04,   -3.387828e-04,    7.846418e-04,   -4.419063e-04,   -3.179844e-04,    2.980862e-04,   -5.747582e-04,    3.112969e-04,    8.199497e-01,    6.513612e-02,    2.796664e+00,    2.810783e-01,   -1.291965e+00,   -2.935583e-01,   -9.788187e-01,    1.932481e-01,    4.537500e-04,   -3.344000e-04,    8.787300e-04,   -4.324500e-04,   -3.614500e-04,    2.882100e-04,   -6.406200e-04,    3.243000e-04,    6.728700e-05,    6.728700e-05,    3.364300e-05,    3.364300e-05,    3.364300e-05,    3.364300e-05,    6.728700e-05,    6.728700e-05,
        24,    9.800000e-04,   -1.275083e-04,    1.407411e-04,    3.353587e-04,   -1.353419e-04,   -6.198638e-04,    8.806101e-04,    1.339616e-03,   -3.080505e-04,    3.023172e-01,    1.726622e-01,    7.733971e-01,   -4.927903e-02,   -1.763683e+00,   -7.724361e-01,    1.277896e+00,   -8.149781e-01,   -1.079000e-04,    1.519400e-04,    3.604400e-04,   -1.369400e-04,   -6.770600e-04,    8.555600e-04,    1.422500e-03,   -3.609100e-04,    6.486000e-05,    6.486000e-05,    3.243000e-05,    3.243000e-05,    3.243000e-05,    3.243000e-05,    6.486000e-05,    6.486000e-05,
