MT    16
1  1  -7.500  -7.500  
6
100.00000 -2.0550e-08 -6.8461e-08 9.2805e-02 -2.4284e-01 -9.2805e-02 2.4284e-01 2.1781e-08 6.9706e-08 7.7991e-03 7.7991e-03 7.7991e-03 7.7991e-03 7.7991e-03 7.7991e-03 7.7991e-03 7.7991e-03 
10.00000 -6.6534e-08 -7.1635e-09 8.3500e-03 -3.1878e-02 -8.3506e-03 3.1878e-02 6.6883e-08 4.6199e-09 9.8859e-04 9.8859e-04 9.8859e-04 9.8859e-04 9.8859e-04 9.8859e-04 9.8859e-04 9.8859e-04 
1.00000 -6.8253e-08 -1.2057e-08 2.0583e-03 -4.7290e-03 -2.0588e-03 4.7288e-03 6.4108e-08 4.3401e-09 1.5473e-04 1.5473e-04 1.5473e-04 1.5473e-04 1.5473e-04 1.5473e-04 1.5473e-04 1.5473e-04 
0.10000 -2.4597e-07 -1.6256e-07 6.3158e-04 -8.9858e-04 -6.3040e-04 8.9773e-04 2.5758e-07 1.2636e-07 3.2929e-05 3.2929e-05 3.2929e-05 3.2929e-05 3.2929e-05 3.2929e-05 3.2929e-05 3.2929e-05 
0.01000 -1.0633e-06 -7.7660e-07 1.5801e-04 -2.6090e-04 -1.6709e-04 2.6174e-04 8.6924e-07 8.0377e-07 9.2329e-06 9.2329e-06 9.2329e-06 9.2329e-06 9.2329e-06 9.2329e-06 9.2329e-06 9.2329e-06 
0.00100 -5.7089e-07 3.3901e-07 3.0217e-05 -5.1505e-05 -3.3061e-05 5.3742e-05 5.0610e-07 -2.9146e-07 1.8415e-06 1.8415e-06 1.8415e-06 1.8415e-06 1.8415e-06 1.8415e-06 1.8415e-06 1.8415e-06 
2  2  -2.500  -7.500  
6
100.00000 -5.3452e-08 -2.2203e-07 9.2807e-02 -2.4283e-01 -9.2829e-02 2.4278e-01 7.6281e-08 2.2232e-07 7.7982e-03 7.7982e-03 7.7982e-03 7.7982e-03 7.7982e-03 7.7982e-03 7.7982e-03 7.7982e-03 
10.00000 -2.2756e-07 -8.4847e-08 8.3578e-03 -3.1881e-02 -8.3973e-03 3.1880e-02 2.0117e-07 -2.8996e-08 9.8889e-04 9.8889e-04 9.8889e-04 9.8889e-04 9.8889e-04 9.8889e-04 9.8889e-04 9.8889e-04 
1.00000 -4.2323e-07 -2.6441e-07 2.0624e-03 -4.7322e-03 -2.0998e-03 4.7146e-03 1.8755e-07 -2.6711e-07 1.5485e-04 1.5485e-04 1.5485e-04 1.5485e-04 1.5485e-04 1.5485e-04 1.5485e-04 1.5485e-04 
0.10000 -1.0238e-06 -4.3067e-07 6.0536e-04 -9.5119e-04 -7.4493e-04 8.9255e-04 -1.9890e-06 -1.9347e-06 3.4347e-05 3.4347e-05 3.4347e-05 3.4347e-05 3.4347e-05 3.4347e-05 3.4347e-05 3.4347e-05 
0.01000 -4.4643e-06 -1.0612e-06 1.0740e-04 -2.2683e-04 -1.7782e-04 2.9898e-04 3.5955e-06 3.3833e-06 8.8641e-06 8.8641e-06 8.8641e-06 8.8641e-06 8.8641e-06 8.8641e-06 8.8641e-06 8.8641e-06 
0.00100 -1.8253e-06 1.2444e-06 2.1387e-05 -3.9843e-05 -3.5302e-05 5.7649e-05 1.6786e-06 -1.0008e-06 1.6587e-06 1.6587e-06 1.6587e-06 1.6587e-06 1.6587e-06 1.6587e-06 1.6587e-06 1.6587e-06 
3  3  2.500  -7.500  
6
100.00000 4.1172e-07 -1.2630e-07 1.9833e-01 -1.9696e-01 -1.9883e-01 1.9743e-01 -3.3960e-07 2.5930e-07 8.3957e-03 8.3957e-03 8.3957e-03 8.3957e-03 8.3957e-03 8.3957e-03 8.3957e-03 8.3957e-03 
10.00000 8.1808e-06 -3.3003e-06 6.2629e-02 -6.2529e-02 -5.9040e-02 6.7124e-02 9.1003e-07 2.2666e-06 2.6684e-03 2.6684e-03 2.6684e-03 2.6684e-03 2.6684e-03 2.6684e-03 2.6684e-03 2.6684e-03 
1.00000 -1.0479e-04 -3.2252e-04 1.9788e-02 -1.9339e-02 -1.0999e-02 1.8969e-02 1.8556e-05 3.3976e-05 7.3894e-04 7.3894e-04 7.3894e-04 7.3894e-04 7.3894e-04 7.3894e-04 7.3894e-04 7.3894e-04 
0.10000 -7.5038e-04 -8.5062e-05 8.2908e-03 -5.5387e-03 -2.2982e-03 3.8343e-03 7.2727e-05 1.3324e-05 2.0029e-04 2.0029e-04 2.0029e-04 2.0029e-04 2.0029e-04 2.0029e-04 2.0029e-04 2.0029e-04 
0.01000 -4.2871e-04 2.3526e-04 3.3598e-03 -2.6770e-03 -5.8356e-04 8.3345e-04 5.4502e-05 -2.4451e-05 6.2719e-05 6.2719e-05 6.2719e-05 6.2719e-05 6.2719e-05 6.2719e-05 6.2719e-05 6.2719e-05 
0.00100 -1.3716e-04 1.1831e-04 1.0649e-03 -1.0021e-03 -1.8475e-04 2.0786e-04 1.7552e-05 -1.4736e-05 1.9131e-05 1.9131e-05 1.9131e-05 1.9131e-05 1.9131e-05 1.9131e-05 1.9131e-05 1.9131e-05 
4  4  7.500  -7.500  
6
100.00000 1.7068e-07 -5.4612e-08 1.9832e-01 -1.9696e-01 -1.9833e-01 1.9696e-01 -1.6103e-07 7.6845e-08 8.3852e-03 8.3852e-03 8.3852e-03 8.3852e-03 8.3852e-03 8.3852e-03 8.3852e-03 8.3852e-03 
10.00000 1.4886e-06 -2.9156e-06 6.2695e-02 -6.2545e-02 -6.2804e-02 6.2635e-02 4.5039e-09 2.6489e-06 2.6588e-03 2.6588e-03 2.6588e-03 2.6588e-03 2.6588e-03 2.6588e-03 2.6588e-03 2.6588e-03 
1.00000 1.2156e-05 -1.3295e-04 1.9689e-02 -1.9722e-02 -1.8529e-02 2.1099e-02 -1.1219e-06 3.2624e-05 8.3921e-04 8.3921e-04 8.3921e-04 8.3921e-04 8.3921e-04 8.3921e-04 8.3921e-04 8.3921e-04 
0.10000 -4.3909e-04 -9.8084e-05 7.3862e-03 -5.5907e-03 -4.3658e-03 5.7374e-03 1.2212e-04 4.1553e-05 2.4517e-04 2.4517e-04 2.4517e-04 2.4517e-04 2.4517e-04 2.4517e-04 2.4517e-04 2.4517e-04 
0.01000 -2.5115e-04 1.4010e-04 2.8955e-03 -2.4104e-03 -1.2631e-03 1.4610e-03 8.4739e-05 -4.2278e-05 8.0924e-05 8.0924e-05 8.0924e-05 8.0924e-05 8.0924e-05 8.0924e-05 8.0924e-05 8.0924e-05 
0.00100 -7.9367e-05 6.8914e-05 9.1778e-04 -8.7267e-04 -4.0150e-04 4.1922e-04 2.7115e-05 -2.2960e-05 2.5722e-05 2.5722e-05 2.5722e-05 2.5722e-05 2.5722e-05 2.5722e-05 2.5722e-05 2.5722e-05 
5  5  -7.500  -2.500  
6
100.00000 -9.2931e-08 -2.9327e-07 9.2811e-02 -2.4282e-01 -9.2805e-02 2.4284e-01 7.5879e-08 2.9246e-07 7.7988e-03 7.7988e-03 7.7988e-03 7.7988e-03 7.7988e-03 7.7988e-03 7.7988e-03 7.7988e-03 
10.00000 -2.7053e-07 8.9588e-09 8.3652e-03 -3.1878e-02 -8.3506e-03 3.1878e-02 2.9420e-07 6.3379e-08 9.8866e-04 9.8866e-04 9.8866e-04 9.8866e-04 9.8866e-04 9.8866e-04 9.8866e-04 9.8866e-04 
1.00000 -2.1294e-07 1.0602e-07 2.0709e-03 -4.7250e-03 -2.0587e-03 4.7289e-03 3.7378e-07 1.4725e-07 1.5475e-04 1.5475e-04 1.5475e-04 1.5475e-04 1.5475e-04 1.5475e-04 1.5475e-04 1.5475e-04 
0.10000 2.5230e-07 1.7336e-06 6.8403e-04 -8.7534e-04 -6.3513e-04 9.2521e-04 1.2587e-06 1.3056e-07 3.3497e-05 3.3497e-05 3.3497e-05 3.3497e-05 3.3497e-05 3.3497e-05 3.3497e-05 3.3497e-05 
0.01000 -4.8859e-06 -3.6184e-06 1.6947e-04 -2.8509e-04 -1.2781e-04 2.4383e-04 5.0509e-06 2.0877e-06 9.0650e-06 9.0650e-06 9.0650e-06 9.0650e-06 9.0650e-06 9.0650e-06 9.0650e-06 9.0650e-06 
0.00100 -2.2493e-06 1.3866e-06 3.2573e-05 -5.4711e-05 -2.5122e-05 4.4838e-05 2.2350e-06 -1.4633e-06 1.7162e-06 1.7162e-06 1.7162e-06 1.7162e-06 1.7162e-06 1.7162e-06 1.7162e-06 1.7162e-06 
6  6  -2.500  -2.500  
6
